"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Johnsson","March 23, 2018 - March 23, 2018","TOR","L","1","10.28","12.83","9.2","3.63","58.24","74.88","53.7","11.27","8.67","2.6","56.52","65.78","50.6","4.65","8.72","-4.07","34.78","27.14","50.89","--","1.04","-1.04","--","--","6.07","0.79","0.59","0.2","57.25","4.61","3.44","--","1","1","--","5.84","--","88.07","--","88","7.01","93.19","-7.01","-5.19","88.07","100.2","-12.13"
"Auston Matthews","March 23, 2018 - March 23, 2018","TOR","C","1","15.65","17","13","4","56.67","65.18","49.84","13.3","12.19","1.11","52.18","50.99","46.73","9.98","9.28","0.7","51.82","38.26","35.58","0.83","0.79","0.04","51.23","3.18","3.03","0.85","1.09","-0.24","43.81","3.26","4.18","1","1","--","3.83","3.83","8.32","91.49","6.24","93.52","6.39","91.06","-0.15","2.46","99.8","97.45","2.35"
"Connor Brown","March 23, 2018 - March 23, 2018","TOR","R","1","12.13","4.45","13.67","-9.22","24.56","22.01","67.62","2.4","11.98","-9.58","16.69","11.87","59.26","0.71","8.14","-7.43","8.02","3.51","40.26","0.84","1.09","-0.25","43.52","4.15","5.39","0.17","0.65","-0.48","20.73","0.84","3.22","1","--","-1","4.95","--","118.31","86.61","35","90.9","7.08","94.57","27.92","-3.67","204.92","101.66","103.26"
"Jake Gardiner","March 23, 2018 - March 23, 2018","TOR","D","2","19.2","17.66","17.17","0.49","50.7","55.19","53.66","12.76","15.47","-2.71","45.2","39.88","48.34","8.55","11.31","-2.76","43.05","26.72","35.34","--","--","--","--","--","--","0.97","1.16","-0.19","45.54","3.03","3.62","1","1","--","3.12","3.12","--","100","--","100","7.6","92.5","-7.6","7.5","100","100.1","-0.1"
"James Van Riemsdyk","March 23, 2018 - March 23, 2018","TOR","L","3","12.72","6.11","14.85","-8.74","29.15","28.82","70.05","3.36","12.61","-9.25","21.04","15.85","59.48","1.67","8.79","-7.12","15.97","7.88","41.46","1.87","1.09","0.78","63.18","8.82","5.14","0.28","0.67","-0.39","29.47","1.32","3.16","1","--","-1","4.72","--","111.98","87.6","55.65","91.36","8.33","94.69","47.32","-3.33","199.58","103.02","96.56"
"Kasperi Kapanen","March 23, 2018 - March 23, 2018","TOR","R","1","9.38","13.1","9.44","3.66","58.12","83.8","60.38","11.52","8.35","3.17","57.98","73.69","53.41","4.88","8.43","-3.55","36.66","31.22","53.92","1.02","1.04","-0.02","49.51","6.52","6.65","0.87","0.6","0.27","59.18","5.57","3.84","--","1","1","--","6.4","20.9","87.66","8.85","87.54","7.55","92.81","1.3","-5.27","108.56","100.37","8.2"
"Mitch Marner","March 23, 2018 - March 23, 2018","TOR","C","2","12.77","6.33","16.17","-9.84","28.13","29.74","75.97","4.19","11.42","-7.23","26.84","19.69","53.66","3.24","8.75","-5.51","27.02","15.22","41.11","1.06","--","1.06","100","4.98","--","0.3","0.78","-0.48","27.78","1.41","3.66","--","--","--","--","--","32.72","100","25.3","100","7.16","93.17","18.14","6.83","132.72","100.33","32.39"
"Morgan Rielly","March 23, 2018 - March 23, 2018","TOR","D","2","15.55","10.91","16.97","-6.06","39.13","42.1","65.48","7.83","14.24","-6.41","35.48","30.21","54.95","4.88","11.92","-7.04","29.05","18.83","45.99","1.87","1.04","0.83","64.26","7.22","4.01","0.55","1.3","-0.75","29.73","2.12","5.02","--","1","1","--","3.86","38.32","91.28","23.88","92.7","7.02","90.87","16.86","1.83","129.59","97.9","31.7"
"Nazem Kadri","March 23, 2018 - March 23, 2018","TOR","C","2","13.22","6.09","17.14","-11.05","26.22","27.64","77.79","3.23","12.4","-9.17","20.67","14.66","56.28","3.24","9.74","-6.5","24.96","14.7","44.21","1.06","1.04","0.02","50.48","4.81","4.72","0.27","0.91","-0.64","22.88","1.23","4.13","--","--","--","--","--","32.72","89.32","32.82","91.61","8.36","92.66","24.46","-1.05","122.04","101.02","21.02"
"Nikita Zaitsev","March 23, 2018 - March 23, 2018","TOR","D","1","19.22","17.04","20.69","-3.65","45.16","53.19","64.59","11.44","18.1","-6.66","38.73","35.71","56.5","8.4","11.99","-3.59","41.2","26.22","37.43","1.06","--","1.06","100","3.31","--","0.95","1.28","-0.33","42.6","2.97","4","1","1","--","3.12","3.12","12.62","100","9.27","100","8.3","92.93","0.96","7.07","112.62","101.23","11.39"
