"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","11.716666666667","6","18","25.00","6","16","27.27","6","13","31.58","1","1","50.00","5","12","29.41","1","7","12.50","1","1","50.00","16.67","92.31","1.090","5","1","2","71.43"
"","Connor Carrick","D","1","12.733333333333","8","15","34.78","4","12","25.00","4","9","30.77","0","0","0.00","5","7","41.67","0","4","0.00","0","0","0.00","0.00","100.00","1.000","3","7","2","60.00"
"","Connor Brown","R","1","12.35","15","14","51.72","10","11","47.62","9","7","56.25","1","0","100.00","10","6","62.50","2","3","40.00","0","0","0.00","11.11","100.00","1.111","3","3","4","42.86"
"","Tyler Bozak","C","1","11.05","13","13","50.00","9","10","47.37","8","6","57.14","1","0","100.00","9","6","60.00","2","3","40.00","0","0","0.00","12.50","100.00","1.125","3","3","4","42.86"
"","Travis Dermott","D","1","15.133333333333","21","12","63.64","11","9","55.00","9","6","60.00","1","0","100.00","13","3","81.25","2","1","66.67","0","0","0.00","11.11","100.00","1.111","3","8","2","60.00"
"","Nazem Kadri","C","1","9.1833333333333","6","12","33.33","4","10","28.57","3","7","30.00","1","0","100.00","3","6","33.33","0","2","0.00","0","0","0.00","33.33","100.00","1.333","4","0","4","50.00"
"","Morgan Rielly","D","1","13.516666666667","15","11","57.69","10","8","55.56","6","6","50.00","2","0","100.00","7","2","77.78","1","1","50.00","0","0","0.00","33.33","100.00","1.333","7","1","6","53.85"
"","James van Riemsdyk","L","1","9.9166666666667","14","11","56.00","9","8","52.94","8","6","57.14","1","0","100.00","9","6","60.00","2","4","33.33","0","0","0.00","12.50","100.00","1.125","4","3","3","57.14"
"","Nikita Zaitsev","D","1","9.9666666666667","12","9","57.14","8","8","50.00","8","7","53.33","0","1","0.00","8","6","57.14","1","3","25.00","0","1","0.00","0.00","85.71","0.857","3","1","1","75.00"
"","Auston Matthews","C","1","9.4833333333333","14","8","63.64","9","6","60.00","7","6","53.85","1","1","50.00","7","5","58.33","1","4","20.00","1","1","50.00","14.29","83.33","0.976","6","1","1","85.71"
"","Patrick Marleau","C","1","7.1166666666667","5","8","38.46","4","7","36.36","3","6","33.33","1","0","100.00","3","4","42.86","0","1","0.00","0","0","0.00","33.33","100.00","1.333","4","0","3","57.14"
"","Kasperi Kapanen","R","1","8.2","4","8","33.33","2","7","22.22","2","6","25.00","0","0","0.00","3","1","75.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","5","1","0.00"
"","Mitchell Marner","C","1","7.4666666666667","5","7","41.67","4","6","40.00","3","5","37.50","1","0","100.00","3","4","42.86","0","1","0.00","0","0","0.00","33.33","100.00","1.333","4","0","3","57.14"
"","Leo Komarov","C","1","8.0333333333333","3","7","30.00","1","6","14.29","1","5","16.67","0","0","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","5","1","0.00"
"","William Nylander","C","1","9.2166666666667","13","6","68.42","8","4","66.67","6","4","60.00","1","1","50.00","6","4","60.00","1","4","20.00","1","1","50.00","16.67","75.00","0.917","6","1","1","85.71"
"","Dominic Moore","C","1","8.0833333333333","3","6","33.33","1","5","16.67","1","4","20.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","5","1","0.00"
"","Zach Hyman","C","1","8.6333333333333","13","5","72.22","8","4","66.67","6","4","60.00","1","1","50.00","6","2","75.00","1","2","33.33","1","1","50.00","16.67","75.00","0.917","5","1","1","83.33"
"","Ron Hainsey","D","1","9.3666666666667","10","5","66.67","7","3","70.00","5","3","62.50","2","0","100.00","4","0","100.00","1","0","100.00","1","0","100.00","40.00","100.00","1.400","5","0","5","50.00"
