"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","24.316666666667","17","24","41.46","12","19","38.71","6","12","33.33","2","1","66.67","10","12","45.45","3","5","37.50","1","1","50.00","33.33","91.67","1.250","8","14","7","53.33"
"","Nazem Kadri","C","1","17.116666666667","11","23","32.35","9","18","33.33","7","12","36.84","0","2","0.00","6","10","37.50","5","6","45.45","0","2","0.00","0.00","83.33","0.833","3","5","6","33.33"
"","Mitchell Marner","C","1","16.816666666667","14","21","40.00","12","16","42.86","9","10","47.37","1","2","33.33","9","10","47.37","6","6","50.00","1","2","33.33","11.11","80.00","0.911","3","4","5","37.50"
"","Jake Gardiner","D","1","20.25","17","19","47.22","12","15","44.44","7","9","43.75","2","1","66.67","10","10","50.00","3","4","42.86","1","1","50.00","28.57","88.89","1.175","8","13","4","66.67"
"","Patrick Marleau","C","1","16.75","15","19","44.12","11","15","42.31","7","9","43.75","0","2","0.00","9","10","47.37","5","6","45.45","0","2","0.00","0.00","77.78","0.778","3","5","6","33.33"
"","Morgan Rielly","D","1","16.45","17","18","48.57","14","15","48.28","9","9","50.00","0","2","0.00","8","11","42.11","6","7","46.15","0","2","0.00","0.00","77.78","0.778","3","5","3","50.00"
"","Ron Hainsey","D","1","18.333333333333","16","17","48.48","13","14","48.15","10","9","52.63","0","2","0.00","8","8","50.00","6","5","54.55","0","2","0.00","0.00","77.78","0.778","2","6","6","25.00"
"","Zach Hyman","C","1","14.95","11","17","39.29","10","13","43.48","5","10","33.33","2","1","66.67","5","9","35.71","2","4","33.33","1","1","50.00","40.00","90.00","1.300","5","8","2","71.43"
"","Travis Dermott","D","1","13.866666666667","10","16","38.46","8","10","44.44","6","6","50.00","2","0","100.00","8","7","53.33","3","4","42.86","2","0","100.00","33.33","100.00","1.333","3","7","3","50.00"
"","Roman Polak","D","1","15.15","11","15","42.31","9","10","47.37","6","7","46.15","2","0","100.00","8","7","53.33","3","4","42.86","2","0","100.00","33.33","100.00","1.333","2","7","3","40.00"
"","Auston Matthews","C","1","15.666666666667","17","13","56.67","14","10","58.33","7","7","50.00","3","1","75.00","9","9","50.00","3","4","42.86","2","1","66.67","42.86","85.71","1.286","5","8","2","71.43"
"","William Nylander","C","1","13.7","14","11","56.00","11","8","57.89","6","6","50.00","3","1","75.00","7","7","50.00","3","2","60.00","2","1","66.67","50.00","83.33","1.333","5","8","2","71.43"
"","Tyler Bozak","C","1","13.116666666667","8","11","42.11","6","8","42.86","5","5","50.00","1","0","100.00","7","5","58.33","3","3","50.00","1","0","100.00","20.00","100.00","1.200","4","5","3","57.14"
"","Leo Komarov","C","1","12.383333333333","9","10","47.37","7","7","50.00","5","4","55.56","0","0","0.00","5","3","62.50","2","1","66.67","0","0","0.00","0.00","100.00","1.000","2","9","4","33.33"
"","Kasperi Kapanen","R","1","10.916666666667","10","10","50.00","7","7","50.00","5","2","71.43","0","0","0.00","6","5","54.55","2","3","40.00","0","0","0.00","0.00","100.00","1.000","2","8","3","40.00"
"","Dominic Moore","C","1","8.6333333333333","8","10","44.44","5","8","38.46","3","4","42.86","0","0","0.00","4","4","50.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","1","8","2","33.33"
"","James van Riemsdyk","L","1","10.85","8","9","47.06","5","7","41.67","4","5","44.44","1","0","100.00","6","4","60.00","2","2","50.00","1","0","100.00","25.00","100.00","1.250","3","5","2","60.00"
"","Connor Brown","R","1","10.733333333333","7","7","50.00","5","5","50.00","3","4","42.86","1","0","100.00","5","4","55.56","2","2","50.00","1","0","100.00","33.33","100.00","1.333","3","5","2","60.00"
