"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","17.316666666667","15","28","34.88","14","20","41.18","11","14","44.00","2","0","100.00","6","12","33.33","3","7","30.00","2","0","100.00","18.18","100.00","1.182","5","3","9","35.71"
"","William Nylander","C","1","12.116666666667","12","19","38.71","11","15","42.31","9","11","45.00","2","0","100.00","10","10","50.00","2","7","22.22","2","0","100.00","22.22","100.00","1.222","5","2","7","41.67"
"","Zach Hyman","C","1","12.466666666667","11","18","37.93","11","13","45.83","9","11","45.00","2","0","100.00","10","9","52.63","2","6","25.00","2","0","100.00","22.22","100.00","1.222","5","3","7","41.67"
"","Auston Matthews","C","1","11.383333333333","12","15","44.44","11","11","50.00","9","9","50.00","2","0","100.00","10","6","62.50","2","3","40.00","2","0","100.00","22.22","100.00","1.222","5","2","6","45.45"
"","Roman Polak","D","1","12.566666666667","9","15","37.50","9","11","45.00","7","8","46.67","2","0","100.00","4","5","44.44","2","3","40.00","2","0","100.00","28.57","100.00","1.286","4","3","6","40.00"
"","Morgan Rielly","D","1","13.15","17","14","54.84","13","12","52.00","10","7","58.82","0","0","0.00","7","8","46.67","2","2","50.00","0","0","0.00","0.00","100.00","1.000","4","5","6","40.00"
"","Nazem Kadri","C","1","11.883333333333","9","14","39.13","7","10","41.18","5","8","38.46","0","0","0.00","6","8","42.86","2","5","28.57","0","0","0.00","0.00","100.00","1.000","5","5","6","45.45"
"","Nikita Zaitsev","D","1","11.95","12","13","48.00","10","10","50.00","8","8","50.00","0","0","0.00","10","8","55.56","3","4","42.86","0","0","0.00","0.00","100.00","1.000","5","4","5","50.00"
"","Connor Carrick","D","1","11.766666666667","14","13","51.85","9","10","47.37","7","5","58.33","0","0","0.00","6","5","54.55","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","4","7","30.00"
"","James van Riemsdyk","L","1","9.5333333333333","16","11","59.26","12","10","54.55","9","5","64.29","0","0","0.00","7","4","63.64","3","1","75.00","0","0","0.00","0.00","100.00","1.000","0","4","5","0.00"
"","Ron Hainsey","D","1","12.333333333333","11","11","50.00","9","7","56.25","7","6","53.85","0","0","0.00","9","4","69.23","3","0","100.00","0","0","0.00","0.00","100.00","1.000","5","5","5","50.00"
"","Connor Brown","R","1","8.4166666666667","7","11","38.89","5","10","33.33","4","5","44.44","0","0","0.00","2","4","33.33","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","4","5","0.00"
"","Mitchell Marner","C","1","12.566666666667","17","10","62.96","13","6","68.42","9","5","64.29","0","0","0.00","10","4","71.43","4","1","80.00","0","0","0.00","0.00","100.00","1.000","5","5","5","50.00"
"","Tyler Bozak","C","1","9.8666666666667","16","10","61.54","12","9","57.14","9","4","69.23","0","0","0.00","7","3","70.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","0","4","5","0.00"
"","Patrick Marleau","C","1","10.25","8","9","47.06","7","6","53.85","5","5","50.00","0","0","0.00","6","4","60.00","2","1","66.67","0","0","0.00","0.00","100.00","1.000","5","3","5","50.00"
"","Andreas Johnsson","L","1","7.3333333333333","5","9","35.71","4","6","40.00","4","3","57.14","0","0","0.00","0","4","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","2","2","60.00"
"","Tomas Plekanec","C","1","6.8","4","8","33.33","4","5","44.44","4","3","57.14","0","0","0.00","0","4","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
"","Matt Martin","L","1","6.8","5","7","41.67","4","4","50.00","4","3","57.14","0","0","0.00","0","3","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
