"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 5, 2017 - November 5, 2017","TOR","D","1","12.82","10.04","8.31","1.73","54.71","46.99","38.89","5.23","6.55","-1.32","44.4","24.48","30.66","5.24","4.77","0.47","52.35","24.52","22.32","--","0.96","-0.96","--","--","4.49","0.21","0.24","-0.03","46.67","0.98","1.12","--","2","2","--","9.36","--","79.87","--","85.34","4.02","96.34","-4.02","-10.99","79.87","100.35","-20.48"
"Auston Matthews","November 5, 2017 - November 5, 2017","TOR","C","3","18.7","14.41","18.95","-4.54","43.2","46.24","60.8","11.65","14.65","-3","44.3","37.38","47.01","8.56","9.1","-0.54","48.47","27.47","29.2","0.88","1.14","-0.26","43.56","2.82","3.66","0.72","0.78","-0.06","48","2.31","2.5","1","1","--","3.21","3.21","10.28","87.47","7.55","92.22","6.18","94.68","1.37","-2.46","97.75","100.86","-3.1"
"Connor Brown","November 5, 2017 - November 5, 2017","TOR","R","3","9.33","4.19","5.73","-1.54","42.24","26.95","36.85","3.01","4.8","-1.79","38.54","19.36","30.87","2.99","2.5","0.49","54.46","19.23","16.08","--","--","--","--","--","--","0.17","0.31","-0.14","35.42","1.09","1.99","--","--","--","--","--","--","100","--","100","5.65","93.54","-5.65","6.46","100","99.19","0.81"
"Connor Carrick","November 5, 2017 - November 5, 2017","TOR","D","1","10.67","11.97","7.37","4.6","61.89","67.31","41.44","6.17","5.6","0.57","52.42","34.7","31.49","6.17","3.82","2.35","61.76","34.7","21.48","0.88","--","0.88","100","4.95","--","0.35","0.23","0.12","60.34","1.97","1.29","--","1","1","--","5.62","14.26","100","14.26","100","5.67","95.89","8.59","4.11","114.26","101.57","12.7"
"Dominic Moore","November 5, 2017 - November 5, 2017","TOR","C","2","10.03","6.19","4.15","2.04","59.86","37.03","24.83","4.09","3.28","0.81","55.5","24.47","19.62","3","1.75","1.25","63.16","17.95","10.47","--","--","--","--","--","--","0.2","0.21","-0.01","48.78","1.2","1.26","--","--","--","--","--","--","100","--","100","4.89","93.6","-4.89","6.4","100","98.49","1.51"
"Jake Gardiner","November 5, 2017 - November 5, 2017","TOR","D","2","22.28","12.86","16.09","-3.23","44.42","34.63","43.33","9.71","13.31","-3.6","42.18","26.15","35.84","6.52","7.66","-1.14","45.98","17.56","20.63","--","--","--","--","--","--","0.61","0.81","-0.2","42.96","1.64","2.18","1","1","--","2.69","2.69","--","100","--","100","6.28","93.91","-6.28","6.09","100","100.2","-0.2"
"James Van Riemsdyk","November 5, 2017 - November 5, 2017","TOR","L","3","9.95","5.15","4.08","1.07","55.8","31.06","24.6","3.97","3.11","0.86","56.07","23.94","18.75","3.94","1.56","2.38","71.64","23.76","9.41","0.88","--","0.88","100","5.31","--","0.23","0.19","0.04","54.76","1.39","1.15","--","--","--","--","--","22.34","100","22.17","100","5.79","93.89","16.37","6.11","122.34","99.68","22.65"
"Leo Komarov","November 5, 2017 - November 5, 2017","TOR","C","3","12.97","9.85","9.17","0.68","51.79","45.57","42.42","7.06","8.31","-1.25","45.93","32.66","38.44","6.05","5.93","0.12","50.5","27.99","27.43","0.86","2.09","-1.23","29.15","3.98","9.67","0.35","0.5","-0.15","41.18","1.62","2.31","--","1","1","--","4.63","14.21","64.76","12.18","74.85","4.96","93.98","7.22","-19.13","78.97","98.94","-19.97"
"Matt Martin","November 5, 2017 - November 5, 2017","TOR","L","2","10.18","8.77","4.85","3.92","64.39","51.69","28.59","3.88","4.11","-0.23","48.56","22.87","24.22","1.97","2.32","-0.35","45.92","11.61","13.67","--","--","--","--","--","--","0.12","0.14","-0.02","46.15","0.71","0.83","--","1","1","--","5.89","--","100","--","100","3.09","96.59","-3.09","3.41","100","99.69","0.31"
"Mitch Marner","November 5, 2017 - November 5, 2017","TOR","C","3","14.32","9.76","7.27","2.49","57.31","40.89","30.46","4.87","5.56","-0.69","46.69","20.41","23.3","1.97","3.73","-1.76","34.56","8.25","15.63","--","--","--","--","--","--","0.13","0.22","-0.09","37.14","0.54","0.92","--","1","1","--","4.19","--","100","--","100","2.67","96.04","-2.67","3.96","100","98.71","1.29"
"Morgan Rielly","November 5, 2017 - November 5, 2017","TOR","D","3","19.32","16.31","14.36","1.95","53.18","50.65","44.6","12.58","12.44","0.14","50.28","39.07","38.63","8.77","7.02","1.75","55.54","27.24","21.8","0.86","0.96","-0.1","47.25","2.67","2.98","0.54","0.76","-0.22","41.54","1.68","2.36","--","2","2","--","6.21","9.81","86.32","6.84","92.28","4.29","93.89","2.54","-1.61","96.13","98.18","-2.05"
"Nazem Kadri","November 5, 2017 - November 5, 2017","TOR","C","3","13.03","6.97","12.67","-5.7","35.49","32.1","58.34","5.16","11.56","-6.4","30.86","23.76","53.23","5.24","7.57","-2.33","40.91","24.13","34.86","0.86","0.96","-0.1","47.25","3.96","4.42","0.27","0.81","-0.54","25","1.24","3.73","--","2","2","--","9.21","16.41","87.32","16.67","91.7","5.23","92.99","11.43","-1.3","103.73","98.23","5.5"
"Nikita Zaitsev","November 5, 2017 - November 5, 2017","TOR","D","3","20.13","8.86","15.36","-6.5","36.58","26.41","45.78","6.86","12.3","-5.44","35.8","20.45","36.66","3.68","8.21","-4.53","30.95","10.97","24.47","--","1.14","-1.14","--","--","3.4","0.41","0.73","-0.32","35.96","1.22","2.18","1","1","--","2.98","2.98","--","86.11","--","90.73","5.98","94.07","-5.98","-3.33","86.11","100.04","-13.93"
"Patrick Marleau","November 5, 2017 - November 5, 2017","TOR","C","3","13.82","8.05","10.76","-2.71","42.8","34.95","46.71","6.23","9.62","-3.39","39.31","27.05","41.77","4.23","5.72","-1.49","42.51","18.36","24.83","0.86","2.09","-1.23","29.15","3.73","9.07","0.3","0.58","-0.28","34.09","1.3","2.52","--","2","2","--","8.68","20.33","63.46","13.8","78.27","4.82","93.97","8.99","-15.7","83.79","98.79","-14.99"
"Ron Hainsey","November 5, 2017 - November 5, 2017","TOR","D","2","18.28","14.44","11.91","2.53","54.8","47.4","39.09","10.83","10.49","0.34","50.8","35.55","34.43","7.02","5.96","1.06","54.08","23.04","19.56","1.74","1.14","0.6","60.42","5.71","3.74","0.49","0.7","-0.21","41.18","1.61","2.3","--","1","1","--","3.28","24.79","80.87","16.07","89.13","4.52","93.33","11.54","-4.19","105.66","97.85","7.81"
"Tyler Bozak","November 5, 2017 - November 5, 2017","TOR","C","3","12.73","9.76","5.49","4.27","64","46","25.88","4.87","4.78","0.09","50.47","22.95","22.53","1.97","2.32","-0.35","45.92","9.29","10.93","--","--","--","--","--","--","0.13","0.17","-0.04","43.33","0.61","0.8","--","1","1","--","4.71","--","100","--","100","2.67","96.44","-2.67","3.56","100","99.11","0.89"
"William Nylander","November 5, 2017 - November 5, 2017","TOR","C","3","16.47","14.31","15.8","-1.49","47.53","52.13","57.56","11.55","12.46","-0.91","48.1","42.08","45.39","8.45","7.65","0.8","52.48","30.78","27.87","0.88","--","0.88","100","3.21","--","0.68","0.75","-0.07","47.55","2.48","2.73","1","2","1","3.64","7.29","10.41","100","7.62","100","5.89","93.98","1.73","6.02","110.41","99.87","10.55"
"Zach Hyman","November 5, 2017 - November 5, 2017","TOR","C","2","16.22","15.17","14.99","0.18","50.3","56.12","55.45","11.53","11.84","-0.31","49.34","42.65","43.8","8.49","7.83","0.66","52.02","31.41","28.96","--","--","--","--","--","--","0.65","0.71","-0.06","47.79","2.4","2.63","1","1","--","3.7","3.7","--","100","--","100","5.64","94","-5.64","6","100","99.64","0.36"
