"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 27, 2017 - November 27, 2017","TOR","D","1","11.75","14.2","13.13","1.07","51.96","72.51","67.05","6.35","8.98","-2.63","41.42","32.43","45.86","4.46","4.17","0.29","51.68","22.77","21.29","1.15","0.84","0.31","57.79","5.87","4.29","0.29","0.39","-0.1","42.65","1.48","1.99","--","--","--","--","--","25.78","79.86","18.11","90.65","4.57","95.66","13.54","-5.01","105.64","100.22","5.42"
"Auston Matthews","November 27, 2017 - November 27, 2017","TOR","C","2","15.4","12.23","12.12","0.11","50.23","47.65","47.22","11.33","9.53","1.8","54.31","44.14","37.13","8.63","7.01","1.62","55.18","33.62","27.31","0.81","--","0.81","100","3.16","--","0.61","0.38","0.23","61.62","2.38","1.48","--","1","1","--","3.9","9.39","100","7.15","100","5.38","96.01","1.77","3.99","109.39","101.4","7.99"
"Connor Brown","November 27, 2017 - November 27, 2017","TOR","R","2","14.12","12.23","11.23","1","52.13","51.97","47.72","11.33","8.62","2.71","56.79","48.14","36.63","8.63","6.09","2.54","58.63","36.67","25.88","0.81","--","0.81","100","3.44","--","0.61","0.35","0.26","63.54","2.59","1.49","--","--","--","--","--","9.39","100","7.15","100","5.38","95.94","1.77","4.06","109.39","101.32","8.06"
"Dominic Moore","November 27, 2017 - November 27, 2017","TOR","C","2","7.38","8.66","3.64","5.02","70.41","70.41","29.59","4.25","3.7","0.55","53.46","34.55","30.08","3.51","2.72","0.79","56.34","28.54","22.11","--","--","--","--","--","--","0.24","0.17","0.07","58.54","1.95","1.38","--","--","--","--","--","--","100","--","100","5.65","95.41","-5.65","4.59","100","101.05","-1.05"
"Jake Gardiner","November 27, 2017 - November 27, 2017","TOR","D","2","19.12","13.67","13.33","0.34","50.63","42.9","41.83","10.69","8.68","2.01","55.19","33.55","27.24","7.82","7.11","0.71","52.38","24.54","22.31","1.59","--","1.59","100","4.99","--","0.72","0.24","0.48","75","2.26","0.75","1","1","--","3.14","3.14","20.33","100","14.87","100","6.74","97.24","8.14","2.76","120.33","103.97","16.36"
"James Van Riemsdyk","November 27, 2017 - November 27, 2017","TOR","L","2","11.87","13.94","10.46","3.48","57.13","70.46","52.87","5.96","6.24","-0.28","48.85","30.13","31.54","2.11","2.41","-0.3","46.68","10.67","12.18","--","0.84","-0.84","--","--","4.25","0.43","0.3","0.13","58.9","2.17","1.52","--","--","--","--","--","--","65.15","--","86.54","7.21","95.19","-7.21","-8.65","65.15","102.41","-37.26"
"Leo Komarov","November 27, 2017 - November 27, 2017","TOR","C","2","12.7","9.06","12.59","-3.53","41.85","42.8","59.48","5.96","6.08","-0.12","49.5","28.16","28.72","5.03","3.46","1.57","59.25","23.76","16.35","1.15","--","1.15","100","5.43","--","0.2","0.22","-0.02","47.62","0.94","1.04","1","1","--","4.72","4.72","22.86","100","19.3","100","3.36","96.38","15.94","3.62","122.86","99.74","23.13"
"Matt Martin","November 27, 2017 - November 27, 2017","TOR","L","2","7.78","10.49","4.55","5.94","69.75","80.9","35.09","4.25","4.63","-0.38","47.86","32.78","35.71","3.51","3.65","-0.14","49.02","27.07","28.15","--","--","--","--","--","--","0.24","0.2","0.04","54.55","1.85","1.54","--","--","--","--","--","--","100","--","100","5.65","95.68","-5.65","4.32","100","101.33","-1.33"
"Mitch Marner","November 27, 2017 - November 27, 2017","TOR","C","1","12.95","15.89","12.39","3.5","56.19","73.62","57.41","7.32","8.2","-0.88","47.16","33.92","37.99","3.51","4.37","-0.86","44.54","16.26","20.25","--","0.84","-0.84","--","--","3.89","0.61","0.35","0.26","63.54","2.83","1.62","--","1","1","--","4.63","--","80.78","--","89.76","8.33","95.73","-8.33","-5.98","80.78","104.07","-23.29"
"Morgan Rielly","November 27, 2017 - November 27, 2017","TOR","D","2","16.58","19.6","12.4","7.2","61.25","70.93","44.87","12.25","9.77","2.48","55.63","44.33","35.36","9.59","6.2","3.39","60.73","34.7","22.44","--","--","--","--","--","--","0.66","0.44","0.22","60","2.39","1.59","1","1","--","3.62","3.62","--","100","--","100","5.39","95.5","-5.39","4.5","100","100.88","-0.88"
