"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 17, 2017 - November 17, 2017","TOR","D","2","12.62","16.79","9.2","7.59","64.6","79.83","43.74","13.32","6.55","6.77","67.04","63.33","31.14","9.42","5.66","3.76","62.47","44.79","26.91","1.78","--","1.78","100","8.46","--","0.67","0.18","0.49","78.82","3.19","0.86","2","1","-1","9.51","4.75","18.9","100","13.36","100","5.03","97.25","8.33","2.75","118.9","102.28","16.61"
"Auston Matthews","November 17, 2017 - November 17, 2017","TOR","C","2","13.58","13.57","15.22","-1.65","47.13","59.96","67.25","8.95","11.32","-2.37","44.15","39.54","50.01","6.17","8.71","-2.54","41.47","27.26","38.48","1.77","--","1.77","100","7.82","--","0.64","0.51","0.13","55.65","2.83","2.25","--","1","1","--","4.42","28.69","100","19.78","100","7.15","95.49","12.63","4.51","128.69","102.65","26.04"
"Connor Brown","November 17, 2017 - November 17, 2017","TOR","R","2","10.08","11.66","2.09","9.57","84.8","69.4","12.44","8.55","1.59","6.96","84.32","50.89","9.46","8.65","0.64","8.01","93.11","51.49","3.81","1.87","--","1.87","100","11.13","--","0.4","0.03","0.37","93.02","2.38","0.18","2","1","-1","11.9","5.95","21.62","100","21.87","100","4.68","98.11","17.19","1.89","121.62","102.79","18.83"
"Connor Carrick","November 17, 2017 - November 17, 2017","TOR","D","1","16.87","17.5","11.86","5.64","59.6","62.24","42.18","14.06","8.03","6.03","63.65","50.01","28.56","11.27","7.17","4.1","61.12","40.08","25.5","1.78","--","1.78","100","6.33","--","0.78","0.32","0.46","70.91","2.77","1.14","2","1","-1","7.11","3.56","15.79","100","12.66","100","5.55","96.01","7.11","3.99","115.79","101.56","14.23"
"Dominic Moore","November 17, 2017 - November 17, 2017","TOR","C","2","10.9","7.68","5.83","1.85","56.85","42.28","32.09","4.73","3.33","1.4","58.68","26.04","18.33","4.78","3.37","1.41","58.65","26.31","18.55","1.81","--","1.81","100","9.96","--","0.42","0.09","0.33","82.35","2.31","0.5","--","--","--","--","--","37.87","100","38.27","100","8.88","97.3","29.39","2.7","137.87","106.18","31.69"
"Jake Gardiner","November 17, 2017 - November 17, 2017","TOR","D","2","16.67","17.73","14.96","2.77","54.24","63.82","53.85","12.52","10.12","2.4","55.3","45.06","36.42","9.81","9.59","0.22","50.57","35.31","34.52","2.88","--","2.88","100","10.37","--","0.97","0.49","0.48","66.44","3.49","1.76","3","3","--","10.8","10.8","29.36","100","23","100","7.75","95.16","15.26","4.84","129.36","102.91","26.45"
"James Van Riemsdyk","November 17, 2017 - November 17, 2017","TOR","L","2","11.65","8.79","11.34","-2.55","43.67","45.27","58.4","7.77","8.63","-0.86","47.38","40.02","44.45","7.19","8.08","-0.89","47.09","37.03","41.61","1.81","--","1.81","100","9.32","--","0.78","0.28","0.5","73.58","4.02","1.44","--","1","1","--","5.15","25.17","100","23.29","100","10.04","96.76","13.26","3.24","125.17","106.79","18.38"
"Leo Komarov","November 17, 2017 - November 17, 2017","TOR","C","2","16.48","11.78","15.8","-4.02","42.71","42.89","57.52","8.94","9.94","-1","47.35","32.55","36.19","3.16","8.49","-5.33","27.12","11.5","30.91","--","--","--","--","--","--","0.4","0.59","-0.19","40.4","1.46","2.15","3","3","--","10.92","10.92","--","100","--","100","4.47","94.06","-4.47","5.94","100","98.54","1.46"
"Matt Martin","November 17, 2017 - November 17, 2017","TOR","L","1","10.55","6.9","6.98","-0.08","49.71","39.24","39.7","4.07","5.52","-1.45","42.44","23.15","31.39","4.1","3.55","0.55","53.59","23.32","20.19","1.77","--","1.77","100","10.07","--","0.31","0.15","0.16","67.39","1.76","0.85","--","--","--","--","--","43.17","100","43.49","100","7.62","97.28","35.87","2.72","143.17","104.9","38.27"
"Mitch Marner","November 17, 2017 - November 17, 2017","TOR","C","2","13.97","9.9","13.12","-3.22","43.01","42.52","56.35","7.15","11.48","-4.33","38.38","30.71","49.31","6.54","8.93","-2.39","42.28","28.09","38.35","1.77","--","1.77","100","7.6","--","0.72","0.47","0.25","60.5","3.09","2.02","2","2","--","8.59","8.59","27.06","100","24.76","100","10.07","95.91","14.69","4.09","127.06","105.98","21.09"
"Morgan Rielly","November 17, 2017 - November 17, 2017","TOR","D","2","19.2","14.62","20.24","-5.62","41.94","45.69","63.25","10.42","15.4","-4.98","40.36","32.56","48.12","5.95","12.25","-6.3","32.69","18.59","38.28","0.8","--","0.8","100","2.5","--","0.59","0.75","-0.16","44.03","1.84","2.34","--","2","2","--","6.25","13.45","100","7.68","100","5.66","95.13","2.02","4.87","113.45","100.79","12.65"
"Nazem Kadri","November 17, 2017 - November 17, 2017","TOR","C","2","15.5","12.89","14.35","-1.46","47.32","49.9","55.55","10.67","9.04","1.63","54.13","41.3","34.99","4.91","7.59","-2.68","39.28","19.01","29.38","1.09","--","1.09","100","4.22","--","0.52","0.6","-0.08","46.43","2.01","2.32","3","3","--","11.61","11.61","22.2","100","10.22","100","4.87","93.36","5.34","6.64","122.2","98.24","23.96"
"Nikita Zaitsev","November 17, 2017 - November 17, 2017","TOR","D","1","17.72","15.45","19.39","-3.94","44.35","52.31","65.65","11.31","11.73","-0.42","49.09","38.3","39.72","8.61","10.16","-1.55","45.87","29.15","34.4","2.88","--","2.88","100","9.75","--","0.95","0.55","0.4","63.33","3.22","1.86","3","4","1","10.16","13.54","33.45","100","25.46","100","8.4","95.31","17.06","4.69","133.45","103.71","29.74"
"Patrick Marleau","November 17, 2017 - November 17, 2017","TOR","C","2","14.32","15.27","11.19","4.08","57.71","63.98","46.89","12.19","8.07","4.12","60.17","51.08","33.81","7.61","6.15","1.46","55.31","31.89","25.77","1.87","--","1.87","100","7.84","--","0.65","0.26","0.39","71.43","2.72","1.09","2","1","-1","8.38","4.19","24.57","100","15.34","100","5.33","96.78","10.01","3.22","124.57","102.11","22.46"
"Ron Hainsey","November 17, 2017 - November 17, 2017","TOR","D","2","20.93","11.41","17.83","-6.42","39.02","32.71","51.11","6.23","13.14","-6.91","32.16","17.86","37.67","4.76","8.98","-4.22","34.64","13.65","25.74","0.8","--","0.8","100","2.29","--","0.63","0.6","0.03","51.22","1.81","1.72","--","1","1","--","2.87","16.81","100","12.84","100","10.11","95.43","2.73","4.57","116.81","105.55","11.26"
"Tyler Bozak","November 17, 2017 - November 17, 2017","TOR","C","2","12.23","11.05","14.18","-3.13","43.8","54.21","69.57","8.77","10.53","-1.76","45.44","43.03","51.66","8.18","9.98","-1.8","45.04","40.13","48.96","1.81","--","1.81","100","8.88","--","0.85","0.31","0.54","73.28","4.17","1.52","--","1","1","--","4.91","22.13","100","20.64","100","9.69","97.06","10.95","2.94","122.13","106.75","15.38"
"William Nylander","November 17, 2017 - November 17, 2017","TOR","C","2","13.13","12.94","15.59","-2.65","45.36","59.13","71.24","8.9","9.6","-0.7","48.11","40.67","43.87","5.03","8.45","-3.42","37.31","22.99","38.61","--","--","--","--","--","--","0.49","0.64","-0.15","43.36","2.24","2.92","1","3","2","4.57","13.71","--","100","--","100","5.51","93.33","-5.51","6.67","100","98.84","1.16"
"Zach Hyman","November 17, 2017 - November 17, 2017","TOR","C","2","13.6","17.83","14.53","3.3","55.1","78.66","64.1","11.1","8.39","2.71","56.95","48.97","37.01","8.43","6.8","1.63","55.35","37.19","30","0.78","--","0.78","100","3.44","--","0.7","0.42","0.28","62.5","3.09","1.85","2","2","--","8.82","8.82","9.25","100","7.03","100","6.31","94.99","0.72","5.01","109.25","101.3","7.95"
