"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 3, 2017 - November 3, 2017","TOR","D","2","16.28","17.13","13.48","3.65","55.96","63.13","49.68","13.87","7.22","6.65","65.77","51.12","26.61","9.89","5.18","4.71","65.63","36.45","19.09","1.95","1.17","0.78","62.5","7.19","4.31","0.72","0.43","0.29","62.61","2.65","1.58","3","2","-1","11.06","7.37","19.72","77.41","14.06","83.8","5.19","94.04","8.87","-10.25","97.13","99.24","-2.11"
"Auston Matthews","November 3, 2017 - November 3, 2017","TOR","C","2","14.9","14.24","15.11","-0.87","48.52","57.34","60.85","11.35","9.58","1.77","54.23","45.7","38.58","9.67","5.84","3.83","62.35","38.94","23.52","1.13","0.85","0.28","57.07","4.55","3.42","0.95","0.42","0.53","69.34","3.83","1.69","1","1","--","4.03","4.03","11.69","85.45","9.96","91.13","8.37","95.62","1.59","-4.49","97.13","103.99","-6.86"
"Connor Brown","November 3, 2017 - November 3, 2017","TOR","R","2","10.88","8.3","8.91","-0.61","48.23","45.77","49.14","6.66","3.81","2.85","63.61","36.73","21.01","6.73","2.63","4.1","71.9","37.11","14.5","1.13","0.89","0.24","55.94","6.23","4.91","0.48","0.51","-0.03","48.48","2.65","2.81","1","1","--","5.51","5.51","16.79","66.16","16.97","76.64","7.21","86.61","9.76","-9.97","82.95","93.82","-10.87"
"Connor Carrick","November 3, 2017 - November 3, 2017","TOR","D","2","12.4","13.62","10.05","3.57","57.54","65.9","48.63","12.65","8.87","3.78","58.78","61.21","42.92","8.46","6.09","2.37","58.14","40.94","29.47","4.02","--","4.02","100","19.45","--","0.6","0.29","0.31","67.42","2.9","1.4","2","1","-1","9.68","4.84","47.52","100","31.78","100","4.74","96.73","27.04","3.27","147.52","101.47","46.04"
"Jake Gardiner","November 3, 2017 - November 3, 2017","TOR","D","2","16.32","6.49","10.92","-4.43","37.28","23.86","40.15","6.6","8.48","-1.88","43.77","24.26","31.18","5.68","4.84","0.84","53.99","20.88","17.79","1.02","1.85","-0.83","35.54","3.75","6.8","0.33","0.89","-0.56","27.05","1.21","3.27","--","--","--","--","--","17.96","61.78","15.45","78.18","5","89.5","10.45","-11.32","79.73","94.5","-14.77"
"James Van Riemsdyk","November 3, 2017 - November 3, 2017","TOR","L","2","10.62","5.24","12.25","-7.01","29.96","29.6","69.21","3.02","8.12","-5.1","27.11","17.06","45.88","2.28","6.64","-4.36","25.56","12.88","37.51","--","2.9","-2.9","--","--","16.38","0.07","0.78","-0.71","8.24","0.4","4.41","--","--","--","--","--","--","56.33","--","64.29","2.32","90.39","-2.32","-26.11","56.33","92.71","-36.39"
"Kasperi Kapanen","November 3, 2017 - November 3, 2017","TOR","R","2","11.9","7.56","15.94","-8.38","32.17","38.12","80.37","5.98","11.56","-5.58","34.09","30.15","58.29","3.95","7.5","-3.55","34.5","19.92","37.82","--","1.17","-1.17","--","--","5.9","0.18","0.69","-0.51","20.69","0.91","3.48","--","1","1","--","5.04","--","84.4","--","89.88","3.01","94.03","-3.01","-4.15","84.4","97.04","-12.64"
"Leo Komarov","November 3, 2017 - November 3, 2017","TOR","C","2","13","6.35","17.25","-10.9","26.91","29.31","79.62","5.34","13.01","-7.67","29.1","24.65","60.05","3.28","8.2","-4.92","28.57","15.14","37.85","--","1.01","-1.01","--","--","4.66","0.14","0.89","-0.75","13.59","0.65","4.11","1","1","--","4.62","4.62","--","87.68","--","92.24","2.62","93.16","-2.62","-0.92","87.68","95.78","-8.1"
"Matt Martin","November 3, 2017 - November 3, 2017","TOR","L","1","8.63","8.31","3.43","4.88","70.78","57.78","23.85","8.44","2.09","6.35","80.15","58.68","14.53","6.48","1.05","5.43","86.06","45.05","7.3","2.9","--","2.9","100","20.16","--","0.42","0.11","0.31","79.25","2.92","0.76","1","--","-1","6.95","--","44.75","100","34.36","100","4.98","94.74","29.38","5.26","144.75","99.71","45.04"
"Mitch Marner","November 3, 2017 - November 3, 2017","TOR","C","2","11.67","8.31","9.25","-0.94","47.32","42.72","47.56","8.44","6.73","1.71","55.64","43.39","34.6","6.48","4.01","2.47","61.77","33.32","20.62","2.9","0.84","2.06","77.54","14.91","4.32","0.42","0.24","0.18","63.64","2.16","1.23","1","--","-1","5.14","--","44.75","79.05","34.36","87.52","4.98","96.43","29.38","-8.92","123.81","101.41","22.4"
"Morgan Rielly","November 3, 2017 - November 3, 2017","TOR","D","2","16","10.23","21.65","-11.42","32.09","38.36","81.19","6.78","17.49","-10.71","27.94","25.43","65.59","6.84","12.07","-5.23","36.17","25.65","45.26","1.06","1.74","-0.68","37.86","3.98","6.53","0.61","1.13","-0.52","35.06","2.29","4.24","1","--","-1","3.75","--","15.5","85.58","15.63","90.05","9","93.54","6.64","-3.49","101.08","102.54","-1.46"
"Nazem Kadri","November 3, 2017 - November 3, 2017","TOR","C","2","12.42","7.32","15.66","-8.34","31.85","35.36","75.65","6.31","12.67","-6.36","33.25","30.48","61.21","3.28","7.16","-3.88","31.42","15.85","34.59","--","1.01","-1.01","--","--","4.88","0.19","0.9","-0.71","17.43","0.92","4.35","1","1","--","4.83","4.83","--","85.89","--","92.03","3.01","92.9","-3.01","-0.87","85.89","95.91","-10.01"
"Nikita Zaitsev","November 3, 2017 - November 3, 2017","TOR","D","2","18.15","9.81","17.83","-8.02","35.49","32.43","58.94","8.81","7.72","1.09","53.3","29.12","25.52","7.29","4.81","2.48","60.25","24.1","15.9","--","2.01","-2.01","--","--","6.64","0.48","0.57","-0.09","45.71","1.59","1.88","--","1","1","--","3.31","--","58.21","--","73.96","5.45","92.62","-5.45","-18.65","58.21","98.06","-39.85"
"Patrick Marleau","November 3, 2017 - November 3, 2017","TOR","C","2","11.03","3.27","12.85","-9.58","20.29","17.79","69.9","1.59","7.43","-5.84","17.63","8.65","40.42","1.61","6.61","-5","19.59","8.76","35.96","--","2.9","-2.9","--","--","15.78","0.03","0.8","-0.77","3.61","0.16","4.35","--","--","--","--","--","--","56.13","--","60.97","1.89","89.23","-1.89","-28.26","56.13","91.12","-34.99"
"Ron Hainsey","November 3, 2017 - November 3, 2017","TOR","D","2","16.35","9.48","24.67","-15.19","27.76","34.79","90.53","6.01","18.17","-12.16","24.86","22.06","66.68","5.25","12.75","-7.5","29.17","19.27","46.79","--","2.75","-2.75","--","--","10.09","0.4","1.2","-0.8","25","1.47","4.4","--","--","--","--","--","--","78.43","--","84.87","6.66","93.4","-6.66","-8.53","78.43","100.05","-21.62"
"Tyler Bozak","November 3, 2017 - November 3, 2017","TOR","C","2","12.02","8.31","8.18","0.13","50.39","41.48","40.83","8.44","5.49","2.95","60.59","42.13","27.4","6.48","4.42","2.06","59.45","32.35","22.06","2.9","--","2.9","100","14.48","--","0.42","0.18","0.24","70","2.1","0.9","1","--","-1","4.99","--","44.75","100","34.36","100","4.98","96.72","29.38","3.28","144.75","101.7","43.06"
"William Nylander","November 3, 2017 - November 3, 2017","TOR","C","2","12.77","9.66","14.75","-5.09","39.57","45.39","69.3","6.14","12.72","-6.58","32.56","28.85","59.77","5.22","8.61","-3.39","37.74","24.53","40.45","--","1.85","-1.85","--","--","8.69","0.51","0.79","-0.28","39.23","2.4","3.71","1","--","-1","4.7","--","--","78.51","--","85.46","8.31","93.79","-8.31","-8.33","78.51","102.1","-23.58"
"Zach Hyman","November 3, 2017 - November 3, 2017","TOR","C","1","12.05","13.27","13.08","0.19","50.36","66.07","65.13","10.38","7.54","2.84","57.92","51.68","37.54","9.67","4.81","4.86","66.78","48.15","23.95","1.13","0.85","0.28","57.07","5.63","4.23","0.9","0.38","0.52","70.31","4.48","1.89","--","1","1","--","4.98","11.69","82.33","10.89","88.73","8.67","94.96","2.22","-6.23","94.01","103.63","-9.62"
