"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 21, 2017 - November 21, 2017","TOR","D","1","12.02","6.42","8.79","-2.37","42.21","32.05","43.88","4.48","6.74","-2.26","39.93","22.36","33.64","2.76","4.59","-1.83","37.55","13.78","22.91","--","0.93","-0.93","--","--","4.64","0.51","0.26","0.25","66.23","2.55","1.3","1","--","-1","4.99","--","--","79.74","--","86.2","11.38","96.14","-11.38","-9.94","79.74","107.53","-27.79"
"Auston Matthews","November 21, 2017 - November 21, 2017","TOR","C","3","19.23","22.19","8.86","13.33","71.47","69.24","27.64","19.24","8.97","10.27","68.2","60.03","27.99","15.48","6.24","9.24","71.27","48.3","19.47","--","--","--","--","--","--","1.5","0.44","1.06","77.32","4.68","1.37","--","1","1","--","3.12","--","100","--","100","7.8","95.09","-7.8","4.91","100","102.89","-2.89"
"Connor Brown","November 21, 2017 - November 21, 2017","TOR","R","3","10.45","8.66","13.68","-5.02","38.76","49.72","78.55","6.11","11.44","-5.33","34.81","35.08","65.68","5.4","10.09","-4.69","34.86","31","57.93","0.78","0.93","-0.15","45.61","4.48","5.34","0.36","0.58","-0.22","38.3","2.07","3.33","1","--","-1","5.74","--","14.44","90.78","12.77","91.87","5.89","94.93","6.87","-3.06","105.23","100.82","4.41"
"Connor Carrick","November 21, 2017 - November 21, 2017","TOR","D","1","12","6.42","9.98","-3.56","39.15","32.1","49.9","4.48","7.92","-3.44","36.13","22.4","39.6","2.76","5.74","-2.98","32.47","13.8","28.7","--","0.93","-0.93","--","--","4.65","0.51","0.52","-0.01","49.51","2.55","2.6","--","--","--","--","--","--","83.8","--","88.26","11.38","93.43","-11.38","-5.18","83.8","104.82","-21.02"
"Jake Gardiner","November 21, 2017 - November 21, 2017","TOR","D","3","22.48","23.87","20.07","3.8","54.32","63.71","53.57","21.4","18.9","2.5","53.1","57.12","50.44","17.88","15.45","2.43","53.65","47.72","41.24","0.78","--","0.78","100","2.08","--","1.23","0.72","0.51","63.08","3.28","1.92","1","1","--","2.67","2.67","4.36","100","3.64","100","5.75","96.19","-2.1","3.81","104.36","101.94","2.42"
"James Van Riemsdyk","November 21, 2017 - November 21, 2017","TOR","L","3","14.15","18.03","8.41","9.62","68.19","76.45","35.66","12.56","7.73","4.83","61.9","53.26","32.78","10.13","5.58","4.55","64.48","42.95","23.66","--","--","--","--","--","--","1.06","0.22","0.84","82.81","4.49","0.93","1","1","--","4.24","4.24","--","100","--","100","8.44","97.15","-8.44","2.85","100","105.59","-5.59"
"Leo Komarov","November 21, 2017 - November 21, 2017","TOR","C","3","10.63","3.37","15.19","-11.82","18.16","19.02","85.74","3.44","12.65","-9.21","21.38","19.42","71.4","2.68","9.27","-6.59","22.43","15.13","52.32","--","--","--","--","--","--","0.21","0.7","-0.49","23.08","1.19","3.95","--","1","1","--","5.64","--","100","--","100","6.1","94.47","-6.1","5.53","100","100.57","-0.57"
"Matt Martin","November 21, 2017 - November 21, 2017","TOR","L","2","6.9","6.54","4.76","1.78","57.88","56.87","41.39","6.61","4.81","1.8","57.88","57.48","41.83","5.82","3.76","2.06","60.75","50.61","32.7","--","--","--","--","--","--","0.64","0.11","0.53","85.33","5.57","0.96","--","1","1","--","8.7","--","100","--","100","9.68","97.71","-9.68","2.29","100","107.4","-7.4"
"Mitch Marner","November 21, 2017 - November 21, 2017","TOR","C","3","17.28","18.66","9.32","9.34","66.69","64.79","32.36","15.97","9.34","6.63","63.1","55.45","32.43","13.71","6.57","7.14","67.6","47.6","22.81","--","--","--","--","--","--","1.2","0.46","0.74","72.29","4.17","1.6","--","1","1","--","3.47","--","100","--","100","7.51","95.07","-7.51","4.93","100","102.59","-2.59"
"Morgan Rielly","November 21, 2017 - November 21, 2017","TOR","D","3","19.05","18.89","13.97","4.92","57.49","59.5","44","12.76","13.49","-0.73","48.61","40.19","42.49","10.6","10.37","0.23","50.55","33.39","32.66","--","--","--","--","--","--","0.96","0.48","0.48","66.67","3.02","1.51","--","2","2","--","6.3","--","100","--","100","7.52","96.44","-7.52","3.56","100","103.97","-3.97"
"Nazem Kadri","November 21, 2017 - November 21, 2017","TOR","C","3","13.32","8.34","19.37","-11.03","30.1","37.57","87.25","7.86","16.88","-9.02","31.77","35.41","76.04","6.41","13.56","-7.15","32.1","28.87","61.08","0.78","--","0.78","100","3.51","--","0.68","0.57","0.11","54.4","3.06","2.57","--","1","1","--","4.5","12.17","100","9.92","100","8.65","96.62","1.27","3.38","112.17","105.27","6.89"
"Nikita Soshnikov","November 21, 2017 - November 21, 2017","TOR","R","2","8.72","1.7","13.43","-11.73","11.24","11.7","92.41","0.75","10.29","-9.54","6.79","5.16","70.8","--","6.6","-6.6","--","--","45.41","--","0.93","-0.93","--","--","6.4","0.01","0.49","-0.48","2","0.07","3.37","1","--","-1","6.88","--","--","85.91","--","90.96","1.33","95.24","-1.33","-4.28","--","96.57","--"
"Nikita Zaitsev","November 21, 2017 - November 21, 2017","TOR","D","3","22.23","20.93","22.52","-1.59","48.17","56.49","60.78","19.45","20.47","-1.02","48.72","52.5","55.25","17.33","15.38","1.95","52.98","46.77","41.51","0.78","--","0.78","100","2.11","--","1.19","0.76","0.43","61.03","3.21","2.05","1","1","--","2.7","2.7","4.5","100","4.01","100","6.12","96.29","-2.11","3.71","104.5","102.41","2.1"
