"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","November 1, 2017 - November 1, 2017","TOR","D","1","13.53","13.78","9.39","4.39","59.47","61.11","41.64","9.77","8.19","1.58","54.4","43.33","36.32","4.91","4.12","0.79","54.37","21.77","18.27","--","--","--","--","--","0.61","0.27","0.34","69.32","2.71","1.2","4","3","-1","17.74","13.3","--","100","--","100","6.24","96.7","-6.24","3.3","100","102.95","-2.95"
"Auston Matthews","November 1, 2017 - November 1, 2017","TOR","C","2","11.9","7.76","9.39","-1.63","45.25","39.13","47.34","7.08","7.22","-0.14","49.51","35.7","36.4","6.26","4.21","2.05","59.79","31.56","21.23","1.84","--","1.84","9.28","--","0.37","0.64","-0.27","36.63","1.87","3.23","2","2","--","10.08","10.08","29.39","100","25.99","100","5.23","91.14","20.76","8.86","129.39","96.36","33.03"
"Connor Brown","November 1, 2017 - November 1, 2017","TOR","R","2","9.42","6.51","9.09","-2.58","41.73","41.46","57.9","2.65","8.06","-5.41","24.74","16.88","51.34","1.74","7.08","-5.34","19.73","11.08","45.1","--","1.01","-1.01","--","6.43","0.19","0.51","-0.32","27.14","1.21","3.25","2","1","-1","12.74","6.37","--","85.73","--","87.47","7.17","93.67","-7.17","-6.2","85.73","100.84","-15.11"
"Jake Gardiner","November 1, 2017 - November 1, 2017","TOR","D","2","14.27","10.07","14.52","-4.45","40.95","42.34","61.05","9.18","10.68","-1.5","46.22","38.6","44.91","5.49","8.65","-3.16","38.83","23.08","36.37","--","3.03","-3.03","--","12.74","1.06","0.76","0.3","58.24","4.46","3.2","1","1","--","4.2","4.2","--","64.97","--","71.63","11.55","92.88","-11.55","-21.25","64.97","104.43","-39.46"
"James Van Riemsdyk","November 1, 2017 - November 1, 2017","TOR","L","2","7.47","6.47","5.15","1.32","55.68","51.97","41.37","2.61","5.11","-2.5","33.81","20.96","41.04","1.7","5.13","-3.43","24.89","13.65","41.2","--","1.01","-1.01","--","8.11","0.19","0.3","-0.11","38.78","1.53","2.41","2","--","-2","16.06","--","--","80.31","--","80.23","7.28","94.13","-7.28","-13.89","80.31","101.41","-21.1"
"Kasperi Kapanen","November 1, 2017 - November 1, 2017","TOR","R","2","10.03","10.49","5.36","5.13","66.18","62.75","32.06","8.72","3.53","5.19","71.18","52.16","21.12","4.72","2.48","2.24","65.56","28.24","14.84","--","0.85","-0.85","--","5.08","0.99","0.13","0.86","88.39","5.92","0.78","--","--","--","--","--","--","65.73","--","75.92","11.35","96.32","-11.35","-20.4","65.73","107.67","-41.94"
"Leo Komarov","November 1, 2017 - November 1, 2017","TOR","C","1","10.07","9.67","8.2","1.47","54.11","57.62","48.86","7.9","5.43","2.47","59.26","47.07","32.35","4.72","3.5","1.22","57.42","28.12","20.85","--","0.85","-0.85","--","5.06","0.91","0.24","0.67","79.13","5.42","1.43","--","--","--","--","--","--","75.71","--","84.35","11.52","95.58","-11.52","-11.23","75.71","107.1","-31.38"
"Matt Martin","November 1, 2017 - November 1, 2017","TOR","L","1","8.67","6.89","6.62","0.27","51","47.68","45.81","6","6.56","-0.56","47.77","41.52","45.4","4.48","4.37","0.11","50.62","31","30.24","--","1.16","-1.16","--","8.03","0.33","0.52","-0.19","38.82","2.28","3.6","1","3","2","6.92","20.76","--","73.46","--","82.32","5.5","92.07","-5.5","-9.76","73.46","97.57","-24.12"
"Mitch Marner","November 1, 2017 - November 1, 2017","TOR","C","2","10.37","8.79","5.53","3.26","61.38","50.86","32","8","5.49","2.51","59.3","46.29","31.76","5.89","4.37","1.52","57.41","34.08","25.28","--","1.16","-1.16","--","6.71","0.38","0.5","-0.12","43.18","2.2","2.89","1","3","2","5.79","17.36","--","73.46","--","78.87","4.75","90.89","-4.75","-12.02","73.46","95.64","-22.19"
"Morgan Rielly","November 1, 2017 - November 1, 2017","TOR","D","2","14.25","9.31","7.6","1.71","55.06","39.2","32","7.37","6.48","0.89","53.21","31.03","27.28","7.41","5.36","2.05","58.03","31.2","22.57","1.84","--","1.84","7.75","--","0.32","0.77","-0.45","29.36","1.35","3.24","--","1","1","--","4.21","24.83","100","24.97","100","4.34","88.12","20.62","11.88","124.83","92.46","32.37"
"Nazem Kadri","November 1, 2017 - November 1, 2017","TOR","C","2","10.13","10.42","7.23","3.19","59.04","61.72","42.82","8.69","4.46","4.23","66.08","51.47","26.42","5.5","3.5","2","61.11","32.58","20.73","--","0.85","-0.85","--","5.03","0.92","0.2","0.72","82.14","5.45","1.18","1","--","-1","5.92","--","--","75.71","--","80.94","10.59","95.52","-10.59","-14.57","75.71","106.1","-30.39"
"Nikita Zaitsev","November 1, 2017 - November 1, 2017","TOR","D","2","17.07","11.8","16.72","-4.92","41.37","41.48","58.77","8.35","10.64","-2.29","43.97","29.35","37.4","3.11","5.59","-2.48","35.75","10.93","19.65","--","1.87","-1.87","--","6.57","0.73","0.53","0.2","57.94","2.57","1.86","3","1","-2","10.54","3.51","--","66.55","--","82.42","8.74","95.02","-8.74","-12.59","66.55","103.76","-37.21"
"Patrick Marleau","November 1, 2017 - November 1, 2017","TOR","C","2","10.47","8.31","7","1.31","54.28","47.62","40.11","4.56","6.97","-2.41","39.55","26.13","39.94","1.55","6.06","-4.51","20.37","8.88","34.73","--","1.01","-1.01","--","5.79","0.34","0.44","-0.1","43.59","1.95","2.52","1","--","-1","5.73","--","--","83.33","--","85.51","7.46","93.69","-7.46","-8.18","83.33","101.14","-17.81"
"Roman Polak","November 1, 2017 - November 1, 2017","TOR","D","1","12.83","13.46","9.21","4.25","59.37","62.95","43.07","11.43","9.18","2.25","55.46","53.45","42.93","7.26","7.18","0.08","50.28","33.95","33.58","--","1.16","-1.16","--","5.42","0.99","0.53","0.46","65.13","4.63","2.48","2","3","1","9.35","14.03","--","83.84","--","87.36","8.66","94.23","-8.66","-6.86","83.84","102.89","-19.04"
"Ron Hainsey","November 1, 2017 - November 1, 2017","TOR","D","2","13.95","9.21","6.53","2.68","58.51","39.61","28.09","7.38","6.48","0.9","53.25","31.74","27.87","7.42","5.36","2.06","58.06","31.91","23.05","1.84","--","1.84","7.91","--","0.32","0.77","-0.45","29.36","1.38","3.31","--","1","1","--","4.3","24.8","100","24.93","100","4.34","88.12","20.6","11.88","124.8","92.45","32.34"
"Tyler Bozak","November 1, 2017 - November 1, 2017","TOR","C","2","11.7","9.61","8.83","0.78","52.11","49.28","45.28","8.82","7.66","1.16","53.52","45.23","39.28","5.89","4.37","1.52","57.41","30.21","22.41","--","1.16","-1.16","--","5.95","0.46","0.55","-0.09","45.54","2.36","2.82","1","3","2","5.13","15.38","--","73.46","--","84.86","5.22","92.82","-5.22","-7.96","73.46","98.04","-24.58"
"William Nylander","November 1, 2017 - November 1, 2017","TOR","C","2","12.5","6.76","9.6","-2.84","41.32","32.45","46.08","6.06","6.37","-0.31","48.75","29.09","30.58","5.44","4.21","1.23","56.37","26.11","20.21","1.84","--","1.84","8.83","--","0.38","0.59","-0.21","39.18","1.82","2.83","2","2","--","9.6","9.6","33.82","100","30.36","100","6.27","90.74","24.09","9.26","133.82","97.01","36.82"
"Zach Hyman","November 1, 2017 - November 1, 2017","TOR","C","1","13.72","5.97","10.4","-4.43","36.47","26.11","45.48","5.27","7.19","-1.92","42.3","23.05","31.44","4.66","5.14","-0.48","47.55","20.38","22.48","0.9","--","0.9","3.94","--","0.31","0.73","-0.42","29.81","1.36","3.19","2","--","-2","8.75","--","19.31","100","17.08","100","5.88","89.85","11.2","10.15","119.31","95.73","23.58"
