"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Roman Polak","D","1","8.65","5","16","23.81","3","12","20.00","2","11","15.38","0","2","0.00","5","11","31.25","1","1","50.00","0","1","0.00","0.00","81.82","0.818","1","4","0","100.00"
"","Mitchell Marner","C","1","9.3","8","14","36.36","4","11","26.67","4","9","30.77","0","1","0.00","5","9","35.71","2","3","40.00","0","1","0.00","0.00","88.89","0.889","1","5","2","33.33"
"","Tyler Bozak","C","1","9.8666666666667","7","14","33.33","3","10","23.08","3","8","27.27","0","1","0.00","4","8","33.33","2","1","66.67","0","1","0.00","0.00","87.50","0.875","1","5","3","25.00"
"","Connor Carrick","D","1","10.233333333333","10","12","45.45","6","10","37.50","6","6","50.00","0","0","0.00","5","6","45.45","1","3","25.00","0","0","0.00","0.00","100.00","1.000","2","3","4","33.33"
"","William Nylander","C","1","7.9","4","12","25.00","3","8","27.27","3","7","30.00","0","2","0.00","3","7","30.00","0","2","0.00","0","1","0.00","0.00","71.43","0.714","1","2","3","25.00"
"","Andreas Borgman","D","1","8.45","5","12","29.41","3","10","23.08","3","9","25.00","0","1","0.00","5","8","38.46","2","1","66.67","0","1","0.00","0.00","88.89","0.889","1","4","3","25.00"
"","Morgan Rielly","D","1","9.0166666666667","8","11","42.11","8","6","57.14","6","5","54.55","0","0","0.00","7","7","50.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","1","2","2","33.33"
"","Jake Gardiner","D","1","12.216666666667","11","11","50.00","6","9","40.00","5","5","50.00","0","0","0.00","4","6","40.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","2","3","5","28.57"
"","James van Riemsdyk","L","1","8.8","8","11","42.11","4","8","33.33","3","7","30.00","0","0","0.00","4","6","40.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","1","5","1","50.00"
"","Auston Matthews","C","1","8.15","4","11","26.67","3","7","30.00","3","6","33.33","0","1","0.00","3","7","30.00","0","1","0.00","0","0","0.00","0.00","83.33","0.833","1","2","3","25.00"
"","Ron Hainsey","D","1","9.2333333333333","7","10","41.18","6","7","46.15","4","6","40.00","0","1","0.00","4","6","40.00","2","1","66.67","0","0","0.00","0.00","83.33","0.833","1","2","2","33.33"
"","Zach Hyman","C","1","8.4833333333333","5","10","33.33","4","5","44.44","4","5","44.44","0","0","0.00","4","6","40.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","2","3","25.00"
"","Connor Brown","R","1","4.8833333333333","3","9","25.00","1","8","11.11","1","5","16.67","0","0","0.00","3","7","30.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Frederik Gauthier","C","1","3.5666666666667","4","7","36.36","2","7","22.22","2","5","28.57","0","0","0.00","3","5","37.50","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Patrick Marleau","C","1","7.55","7","6","53.85","7","5","58.33","5","3","62.50","0","0","0.00","4","3","57.14","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","2","3","25.00"
"","Nazem Kadri","C","1","8.2","9","5","64.29","9","4","69.23","6","3","66.67","0","1","0.00","5","3","62.50","2","0","100.00","0","0","0.00","0.00","66.67","0.667","1","2","2","33.33"
"","Matt Martin","L","1","3.5833333333333","3","5","37.50","1","5","16.67","1","3","25.00","0","0","0.00","3","3","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Leo Komarov","C","1","6.4333333333333","8","4","66.67","8","3","72.73","5","2","71.43","0","0","0.00","5","2","71.43","2","0","100.00","0","0","0.00","0.00","100.00","1.000","1","2","1","50.00"
