"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","11.25","10","16","38.46","9","14","39.13","4","7","36.36","0","0","0.00","3","7","30.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","5","6","14.29"
"","Ron Hainsey","D","1","10.833333333333","8","15","34.78","7","13","35.00","2","7","22.22","0","0","0.00","2","6","25.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","1","5","6","14.29"
"","Leo Komarov","C","1","9.55","7","15","31.82","7","13","35.00","3","6","33.33","0","0","0.00","2","6","25.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","5","5","16.67"
"","Patrick Marleau","C","1","8.7666666666667","7","14","33.33","7","12","36.84","2","5","28.57","0","0","0.00","2","6","25.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","5","6","14.29"
"","Nazem Kadri","C","1","9.1","7","14","33.33","7","12","36.84","2","5","28.57","0","0","0.00","2","6","25.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","1","5","6","14.29"
"","Travis Dermott","D","1","12.333333333333","16","8","66.67","12","8","60.00","9","5","64.29","1","1","50.00","10","5","66.67","4","2","66.67","1","1","50.00","11.11","80.00","0.911","10","3","5","66.67"
"","Zach Hyman","C","1","10.383333333333","14","7","66.67","9","7","56.25","8","5","61.54","1","1","50.00","8","4","66.67","2","1","66.67","1","1","50.00","12.50","80.00","0.925","4","3","3","57.14"
"","Connor Carrick","D","1","11.083333333333","17","6","73.91","13","6","68.42","10","4","71.43","1","1","50.00","11","4","73.33","4","1","80.00","1","1","50.00","10.00","75.00","0.850","9","3","6","60.00"
"","William Nylander","C","1","9.3666666666667","14","6","70.00","9","6","60.00","8","4","66.67","1","1","50.00","8","4","66.67","2","1","66.67","1","1","50.00","12.50","75.00","0.875","4","3","2","66.67"
"","Auston Matthews","C","1","9.6666666666667","14","6","70.00","9","6","60.00","7","4","63.64","1","1","50.00","8","4","66.67","2","1","66.67","1","1","50.00","14.29","75.00","0.893","4","3","2","66.67"
"","Frederik Gauthier","C","1","5.4","5","5","50.00","5","5","50.00","3","5","37.50","0","1","0.00","4","3","57.14","0","2","0.00","0","1","0.00","0.00","80.00","0.800","2","0","3","40.00"
"","Andreas Borgman","D","1","7.25","6","5","54.55","3","5","37.50","2","5","28.57","0","1","0.00","3","3","50.00","0","2","0.00","0","1","0.00","0.00","80.00","0.800","1","0","3","25.00"
"","Roman Polak","D","1","8.5166666666667","8","4","66.67","5","4","55.56","4","4","50.00","0","1","0.00","4","3","57.14","0","2","0.00","0","1","0.00","0.00","75.00","0.750","2","0","2","50.00"
"","Matt Martin","L","1","3.4166666666667","3","4","42.86","3","4","42.86","2","4","33.33","0","1","0.00","2","3","40.00","0","2","0.00","0","1","0.00","0.00","75.00","0.750","2","0","2","50.00"
"","Mitchell Marner","C","1","3.8833333333333","3","4","42.86","3","4","42.86","2","4","33.33","0","1","0.00","2","3","40.00","0","2","0.00","0","1","0.00","0.00","75.00","0.750","2","0","4","33.33"
"","James van Riemsdyk","L","1","7.8666666666667","9","2","81.82","6","2","75.00","4","2","66.67","0","0","0.00","5","1","83.33","2","0","100.00","0","0","0.00","0.00","100.00","1.000","5","0","3","62.50"
"","Tyler Bozak","C","1","7.4833333333333","9","2","81.82","6","2","75.00","4","2","66.67","0","0","0.00","5","1","83.33","2","0","100.00","0","0","0.00","0.00","100.00","1.000","5","0","3","62.50"
"","Connor Brown","R","1","7.5333333333333","8","2","80.00","5","2","71.43","4","2","66.67","0","0","0.00","4","1","80.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","5","0","3","62.50"
