"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Ron Hainsey","D","1","18.066666666667","16","25","39.02","9","22","29.03","8","13","38.10","0","2","0.00","9","8","52.94","4","5","44.44","0","1","0.00","0.00","84.62","0.846","9","8","8","52.94"
"","Morgan Rielly","D","1","18.783333333333","17","25","40.48","8","22","26.67","7","13","35.00","1","3","25.00","9","14","39.13","3","7","30.00","1","1","50.00","14.29","76.92","0.912","9","6","7","56.25"
"","Zach Hyman","C","1","15.5","15","21","41.67","8","17","32.00","6","10","37.50","0","1","0.00","8","9","47.06","3","5","37.50","0","1","0.00","0.00","90.00","0.900","7","7","10","41.18"
"","Auston Matthews","C","1","17.85","14","20","41.18","6","16","27.27","4","11","26.67","0","1","0.00","9","8","52.94","3","5","37.50","0","1","0.00","0.00","90.91","0.909","6","7","9","40.00"
"","William Nylander","C","1","14.583333333333","13","18","41.94","5","15","25.00","4","9","30.77","0","1","0.00","8","9","47.06","2","5","28.57","0","1","0.00","0.00","88.89","0.889","6","6","4","60.00"
"","Patrick Marleau","C","1","14.216666666667","18","14","56.25","16","11","59.26","14","6","70.00","2","2","50.00","10","7","58.82","6","1","85.71","1","0","100.00","14.29","66.67","0.810","5","8","2","71.43"
"","Roman Polak","D","1","17.2","18","13","58.06","17","9","65.38","14","6","70.00","2","1","66.67","8","3","72.73","4","0","100.00","0","0","0.00","14.29","83.33","0.976","4","12","5","44.44"
"","Mitchell Marner","C","1","14.283333333333","14","12","53.85","10","8","55.56","8","4","66.67","1","0","100.00","7","5","58.33","4","2","66.67","1","0","100.00","12.50","100.00","1.125","9","9","5","64.29"
"","Connor Brown","R","1","12.766666666667","13","10","56.52","13","8","61.90","11","5","68.75","1","2","33.33","6","4","60.00","3","0","100.00","0","0","0.00","9.09","60.00","0.691","4","7","4","50.00"
"","James van Riemsdyk","L","1","13.233333333333","14","10","58.33","8","8","50.00","7","5","58.33","1","0","100.00","6","3","66.67","3","1","75.00","1","0","100.00","14.29","100.00","1.143","9","7","4","69.23"
"","Tyler Bozak","C","1","13.9","13","10","56.52","7","8","46.67","6","5","54.55","1","0","100.00","5","3","62.50","2","1","66.67","1","0","100.00","16.67","100.00","1.167","9","7","5","64.29"
"","Martin Marincin","D","1","15.266666666667","10","10","50.00","6","6","50.00","4","3","57.14","0","0","0.00","3","4","42.86","1","1","50.00","0","0","0.00","0.00","100.00","1.000","6","5","9","40.00"
"","Andreas Borgman","D","1","13.216666666667","14","8","63.64","14","5","73.68","11","3","78.57","2","0","100.00","5","4","55.56","2","1","66.67","0","0","0.00","18.18","100.00","1.182","3","9","1","75.00"
"","Leo Komarov","C","1","10.466666666667","11","8","57.89","11","6","64.71","9","4","69.23","1","2","33.33","6","6","50.00","3","1","75.00","0","0","0.00","11.11","50.00","0.611","3","7","2","60.00"
"","Jake Gardiner","D","1","19.2","19","8","70.37","11","5","68.75","9","4","69.23","1","0","100.00","10","3","76.92","5","0","100.00","1","0","100.00","11.11","100.00","1.111","9","5","8","52.94"
"","Dominic Moore","C","1","9.3833333333333","9","4","69.23","8","2","80.00","7","2","77.78","1","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","14.29","100.00","1.143","2","1","4","33.33"
"","Matt Martin","L","1","8.95","6","2","75.00","5","1","83.33","4","1","80.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","25.00","100.00","1.250","1","1","4","20.00"
"","Josh Leivo","L","1","8.6166666666667","6","2","75.00","4","1","80.00","3","1","75.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","33.33","100.00","1.333","1","1","4","20.00"
