"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","3.95","0","11","0.00","0","9","0.00","0","5","0.00","0","0","0.00","0","7","0.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","0","2","4","0.00"
"","Jake Gardiner","D","1","2.8666666666667","0","8","0.00","0","7","0.00","0","4","0.00","0","0","0.00","0","5","0.00","0","3","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Leo Komarov","C","1","3.9833333333333","3","7","30.00","3","6","33.33","3","2","60.00","1","0","100.00","2","4","33.33","0","4","0.00","0","0","0.00","33.33","100.00","1.333","0","1","4","0.00"
"","Ron Hainsey","D","1","5.2166666666667","2","7","22.22","2","5","28.57","1","2","33.33","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","5","0.00"
"","Patrick Marleau","C","1","3.6833333333333","0","7","0.00","0","6","0.00","0","3","0.00","0","0","0.00","0","3","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","0","6","0.00"
"","Morgan Rielly","D","1","5.1333333333333","2","6","25.00","2","4","33.33","1","1","50.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","4","0.00"
"","Connor Brown","R","1","1.8833333333333","0","6","0.00","0","4","0.00","0","3","0.00","0","0","0.00","0","3","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Nazem Kadri","C","1","3.6","3","5","37.50","3","4","42.86","3","2","60.00","1","0","100.00","2","3","40.00","0","3","0.00","0","0","0.00","33.33","100.00","1.333","0","1","4","0.00"
"","Zach Hyman","C","1","2.8166666666667","1","5","16.67","1","2","33.33","0","1","0.00","0","0","0.00","0","3","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Auston Matthews","C","1","2.8166666666667","1","5","16.67","1","2","33.33","0","1","0.00","0","0","0.00","0","3","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","James van Riemsdyk","L","1","2.7333333333333","0","4","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Tyler Bozak","C","1","2.7333333333333","0","4","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","William Nylander","C","1","2.6666666666667","0","4","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Nikita Soshnikov","R","1","1.5833333333333","0","4","0.00","0","4","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Andreas Borgman","D","1","2.45","2","3","40.00","2","1","66.67","2","0","100.00","1","0","100.00","2","3","40.00","0","1","0.00","0","0","0.00","50.00","100.00","1.500","0","1","2","0.00"
"","Josh Leivo","L","1","1.2166666666667","2","2","50.00","2","2","50.00","2","1","66.67","1","0","100.00","1","2","33.33","0","2","0.00","0","0","0.00","50.00","100.00","1.500","0","1","0","0.00"
"","Connor Carrick","D","1","1.45","2","1","66.67","2","0","100.00","2","0","100.00","1","0","100.00","2","1","66.67","0","0","0.00","0","0","0.00","50.00","100.00","1.500","0","0","1","0.00"
"","Mitchell Marner","C","1","1.8833333333333","2","1","66.67","2","0","100.00","1","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
