"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Mitchell Marner","C","1","8.7666666666667","15","11","57.69","10","10","50.00","7","9","43.75","0","2","0.00","9","3","75.00","2","2","50.00","0","1","0.00","0.00","77.78","0.778","5","1","3","62.50"
"","Andreas Borgman","D","1","7.45","2","9","18.18","0","8","0.00","0","6","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","4","0","100.00"
"","Zach Hyman","C","1","11.266666666667","13","8","61.90","11","6","64.71","7","6","53.85","0","2","0.00","8","3","72.73","4","2","66.67","0","1","0.00","0.00","66.67","0.667","4","3","3","57.14"
"","Auston Matthews","C","1","10.9","13","8","61.90","11","6","64.71","7","6","53.85","0","2","0.00","8","3","72.73","4","2","66.67","0","1","0.00","0.00","66.67","0.667","4","3","2","66.67"
"","Jake Gardiner","D","1","12.633333333333","15","8","65.22","10","6","62.50","5","6","45.45","0","2","0.00","8","3","72.73","3","2","60.00","0","1","0.00","0.00","66.67","0.667","5","0","3","62.50"
"","Tyler Bozak","C","1","8.95","9","8","52.94","8","8","50.00","6","6","50.00","0","0","0.00","5","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","4","50.00"
"","James van Riemsdyk","L","1","8.4166666666667","9","7","56.25","8","7","53.33","6","5","54.55","0","0","0.00","5","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","3","57.14"
"","Connor Carrick","D","1","8.2","6","7","46.15","3","7","30.00","3","5","37.50","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","5","3","1","83.33"
"","Patrick Marleau","C","1","7.4666666666667","9","6","60.00","4","5","44.44","2","5","28.57","0","2","0.00","3","4","42.86","2","1","66.67","0","1","0.00","0.00","60.00","0.600","4","4","0","100.00"
"","Morgan Rielly","D","1","10.883333333333","16","5","76.19","12","4","75.00","9","4","69.23","0","1","0.00","8","3","72.73","5","1","83.33","0","1","0.00","0.00","75.00","0.750","4","8","2","66.67"
"","Nikita Zaitsev","D","1","10.133333333333","12","5","70.59","10","4","71.43","5","4","55.56","0","1","0.00","8","2","80.00","3","1","75.00","0","0","0.00","0.00","75.00","0.750","5","0","3","62.50"
"","Ron Hainsey","D","1","8.9833333333333","13","3","81.25","13","2","86.67","11","2","84.62","0","0","0.00","8","2","80.00","4","0","100.00","0","0","0.00","0.00","100.00","1.000","4","4","3","57.14"
"","Nazem Kadri","C","1","7.5166666666667","10","3","76.92","6","2","75.00","3","2","60.00","0","0","0.00","5","2","71.43","3","0","100.00","0","0","0.00","0.00","100.00","1.000","4","3","0","100.00"
"","Leo Komarov","C","1","4.9","6","3","66.67","5","2","71.43","3","2","60.00","0","0","0.00","3","2","60.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","3","2","0","100.00"
"","Connor Brown","R","1","7.3833333333333","5","3","62.50","4","3","57.14","3","2","60.00","0","0","0.00","3","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","2","4","1","66.67"
"","William Nylander","C","1","9.4166666666667","9","2","81.82","8","1","88.89","5","1","83.33","0","0","0.00","5","0","100.00","4","0","100.00","0","0","0.00","0.00","100.00","1.000","3","3","2","60.00"
"","Matt Martin","L","1","3.4333333333333","3","1","75.00","2","1","66.67","2","1","66.67","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Dominic Moore","C","1","3.3333333333333","3","0","100.00","2","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
