"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","13.2","11","15","42.31","8","12","40.00","4","8","33.33","0","0","0.00","7","8","46.67","3","4","42.86","0","0","0.00","0.00","100.00","1.000","2","5","3","40.00"
"","William Nylander","C","1","9.8","9","13","40.91","8","11","42.11","5","7","41.67","0","1","0.00","5","8","38.46","3","3","50.00","0","1","0.00","0.00","85.71","0.857","3","1","2","60.00"
"","Auston Matthews","C","1","10.716666666667","8","13","38.10","7","11","38.89","4","7","36.36","0","1","0.00","4","8","33.33","2","3","40.00","0","1","0.00","0.00","85.71","0.857","3","1","2","60.00"
"","Ron Hainsey","D","1","11.05","6","13","31.58","4","10","28.57","2","7","22.22","0","0","0.00","4","7","36.36","1","4","20.00","0","0","0.00","0.00","100.00","1.000","1","4","3","25.00"
"","Jake Gardiner","D","1","12.733333333333","13","10","56.52","8","9","47.06","6","7","46.15","0","1","0.00","6","6","50.00","3","2","60.00","0","1","0.00","0.00","85.71","0.857","7","2","2","77.78"
"","Zach Hyman","C","1","7.8666666666667","9","10","47.37","7","8","46.67","5","5","50.00","0","0","0.00","3","6","33.33","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
"","Nazem Kadri","C","1","8.1666666666667","6","10","37.50","4","8","33.33","2","6","25.00","0","0","0.00","5","5","50.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","0","5","5","0.00"
"","Patrick Marleau","C","1","8.5833333333333","5","10","33.33","3","8","27.27","1","5","16.67","0","0","0.00","3","4","42.86","1","2","33.33","0","0","0.00","0.00","100.00","1.000","0","4","6","0.00"
"","Leo Komarov","C","1","7.15","5","9","35.71","4","7","36.36","2","5","28.57","0","0","0.00","4","4","50.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","0","5","5","0.00"
"","Roman Polak","D","1","7.2833333333333","8","7","53.33","5","6","45.45","5","4","55.56","1","0","100.00","2","4","33.33","1","1","50.00","1","0","100.00","20.00","100.00","1.200","0","2","3","0.00"
"","Andreas Borgman","D","1","6.6","5","7","41.67","3","6","33.33","3","5","37.50","1","0","100.00","1","4","20.00","1","1","50.00","1","0","100.00","33.33","100.00","1.333","1","1","3","25.00"
"","Travis Dermott","D","1","8.8166666666667","15","6","71.43","10","5","66.67","7","3","70.00","0","0","0.00","7","3","70.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","6","1","3","66.67"
"","Tyler Bozak","C","1","10.766666666667","12","5","70.59","6","5","54.55","6","5","54.55","1","0","100.00","5","3","62.50","3","0","100.00","1","0","100.00","16.67","100.00","1.167","6","2","0","100.00"
"","Connor Brown","R","1","4.3","6","5","54.55","4","4","50.00","3","3","50.00","1","0","100.00","3","4","42.86","2","2","50.00","1","0","100.00","33.33","100.00","1.333","2","0","1","66.67"
"","Matt Martin","L","1","2.5166666666667","4","4","50.00","3","3","50.00","2","2","50.00","0","0","0.00","2","3","40.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
"","Mitchell Marner","C","1","8.6333333333333","8","4","66.67","3","4","42.86","3","4","42.86","0","0","0.00","3","2","60.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","4","2","1","80.00"
"","James van Riemsdyk","L","1","8.8333333333333","8","3","72.73","4","3","57.14","4","3","57.14","1","0","100.00","3","1","75.00","2","0","100.00","1","0","100.00","25.00","100.00","1.250","5","2","0","100.00"
"","Frederik Gauthier","C","1","2.2","4","3","57.14","3","2","60.00","2","1","66.67","0","0","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
