"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","21.45","19","25","43.18","10","18","35.71","6","14","30.00","1","0","100.00","13","12","52.00","3","5","37.50","1","0","100.00","16.67","100.00","1.167","7","11","6","53.85"
"","Jake Gardiner","D","1","21.05","25","23","52.08","15","17","46.88","7","13","35.00","1","1","50.00","16","13","55.17","5","6","45.45","1","0","100.00","14.29","92.31","1.066","7","13","4","63.64"
"","Roman Polak","D","1","15.25","12","23","34.29","7","16","30.43","2","12","14.29","0","0","0.00","7","11","38.89","4","4","50.00","0","0","0.00","0.00","100.00","1.000","3","5","5","37.50"
"","Auston Matthews","C","1","18.966666666667","22","21","51.16","10","17","37.04","4","14","22.22","1","1","50.00","15","9","62.50","4","5","44.44","1","0","100.00","25.00","92.86","1.179","6","8","3","66.67"
"","Morgan Rielly","D","1","17.3","24","20","54.55","13","15","46.43","9","11","45.00","1","2","33.33","10","10","50.00","3","3","50.00","0","1","0.00","11.11","81.82","0.929","8","5","9","47.06"
"","Zach Hyman","C","1","17.75","22","18","55.00","10","14","41.67","4","12","25.00","1","1","50.00","15","8","65.22","4","4","50.00","1","0","100.00","25.00","91.67","1.167","6","8","3","66.67"
"","William Nylander","C","1","17.533333333333","22","18","55.00","10","14","41.67","4","12","25.00","1","1","50.00","15","7","68.18","4","4","50.00","1","0","100.00","25.00","91.67","1.167","6","8","2","75.00"
"","Connor Brown","R","1","11.033333333333","8","18","30.77","7","11","38.89","5","8","38.46","1","0","100.00","2","11","15.38","0","4","0.00","0","0","0.00","20.00","100.00","1.200","4","7","3","57.14"
"","Dominic Moore","C","1","7.3166666666667","0","17","0.00","0","11","0.00","0","8","0.00","0","0","0.00","0","11","0.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","1","6","2","33.33"
"","Tyler Bozak","C","1","12.716666666667","8","16","33.33","5","11","31.25","4","8","33.33","0","0","0.00","4","6","40.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","4","3","6","40.00"
"","Matt Martin","L","1","6.8833333333333","0","16","0.00","0","9","0.00","0","6","0.00","0","0","0.00","0","9","0.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","1","6","2","33.33"
"","Andreas Borgman","D","1","16","11","15","42.31","4","8","33.33","3","6","33.33","1","0","100.00","5","6","45.45","1","1","50.00","0","0","0.00","33.33","100.00","1.333","5","7","3","62.50"
"","James van Riemsdyk","L","1","13.783333333333","12","14","46.15","7","10","41.18","5","8","38.46","0","0","0.00","6","4","60.00","2","1","66.67","0","0","0.00","0.00","100.00","1.000","7","3","5","58.33"
"","Mitchell Marner","C","1","15.05","12","13","48.00","8","8","50.00","6","6","50.00","0","0","0.00","6","5","54.55","3","0","100.00","0","0","0.00","0.00","100.00","1.000","7","3","4","63.64"
"","Ron Hainsey","D","1","14.583333333333","17","12","58.62","9","10","47.37","7","10","41.18","0","1","0.00","7","6","53.85","0","3","0.00","0","1","0.00","0.00","90.00","0.900","6","3","7","46.15"
"","Nazem Kadri","C","1","12.766666666667","20","10","66.67","12","8","60.00","7","7","50.00","1","1","50.00","8","6","57.14","1","2","33.33","0","1","0.00","14.29","85.71","1.000","4","5","7","36.36"
"","Patrick Marleau","C","1","12.85","17","9","65.38","8","7","53.33","5","6","45.45","0","2","0.00","8","6","57.14","2","2","50.00","0","1","0.00","0.00","66.67","0.667","5","4","6","45.45"
"","Leo Komarov","C","1","11.883333333333","19","8","70.37","10","7","58.82","7","5","58.33","1","1","50.00","8","5","61.54","1","2","33.33","0","1","0.00","14.29","80.00","0.943","4","5","8","33.33"
