"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","10.7","10","11","47.62","6","8","42.86","4","4","50.00","0","0","0.00","5","4","55.56","3","0","100.00","0","0","0.00","0.00","100.00","1.000","1","4","5","16.67"
"","Mitchell Marner","C","1","6.9833333333333","6","10","37.50","4","9","30.77","3","6","33.33","1","0","100.00","4","6","40.00","1","3","25.00","1","0","100.00","33.33","100.00","1.333","2","4","2","50.00"
"","Zach Hyman","C","1","5.4333333333333","4","10","28.57","3","8","27.27","2","6","25.00","0","1","0.00","1","5","16.67","1","2","33.33","0","1","0.00","0.00","83.33","0.833","2","2","4","33.33"
"","Ron Hainsey","D","1","7.9666666666667","6","10","37.50","2","8","20.00","1","8","11.11","1","0","100.00","2","4","33.33","1","3","25.00","1","0","100.00","100.00","100.00","2.000","4","4","0","100.00"
"","Roman Polak","D","1","7.75","18","9","66.67","14","6","70.00","11","5","68.75","1","1","50.00","9","5","64.29","5","4","55.56","1","1","50.00","9.09","80.00","0.891","2","1","2","50.00"
"","Auston Matthews","C","1","4.6333333333333","4","9","30.77","3","7","30.00","2","6","25.00","0","1","0.00","1","4","20.00","1","1","50.00","0","1","0.00","0.00","83.33","0.833","2","1","4","33.33"
"","Morgan Rielly","D","1","6.3666666666667","3","9","25.00","2","8","20.00","1","7","12.50","0","0","0.00","2","4","33.33","0","2","0.00","0","0","0.00","0.00","100.00","1.000","5","1","0","100.00"
"","William Nylander","C","1","4.3833333333333","2","9","18.18","2","7","22.22","1","6","14.29","0","1","0.00","1","4","20.00","1","1","50.00","0","1","0.00","0.00","83.33","0.833","2","1","4","33.33"
"","Patrick Marleau","C","1","6.1","5","8","38.46","4","7","36.36","3","5","37.50","1","0","100.00","4","4","50.00","1","2","33.33","1","0","100.00","33.33","100.00","1.333","2","3","2","50.00"
"","Jake Gardiner","D","1","7.5666666666667","5","8","38.46","4","7","36.36","2","4","33.33","0","0","0.00","4","3","57.14","3","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","5","16.67"
"","Nazem Kadri","C","1","6.5","6","8","42.86","4","7","36.36","3","6","33.33","1","0","100.00","4","4","50.00","1","2","33.33","1","0","100.00","33.33","100.00","1.333","2","4","2","50.00"
"","Travis Dermott","D","1","7.9166666666667","16","7","69.57","12","5","70.59","9","4","69.23","0","1","0.00","8","4","66.67","4","3","57.14","0","1","0.00","0.00","75.00","0.750","3","1","2","60.00"
"","Connor Brown","R","1","8.2166666666667","13","6","68.42","8","4","66.67","5","2","71.43","0","0","0.00","6","3","66.67","4","2","66.67","0","0","0.00","0.00","100.00","1.000","4","0","0","100.00"
"","James van Riemsdyk","L","1","7.75","12","5","70.59","8","4","66.67","5","3","62.50","0","0","0.00","5","2","71.43","4","2","66.67","0","0","0.00","0.00","100.00","1.000","4","0","0","100.00"
"","Tyler Bozak","C","1","7.5333333333333","12","5","70.59","8","4","66.67","5","2","71.43","0","0","0.00","5","3","62.50","4","2","66.67","0","0","0.00","0.00","100.00","1.000","4","0","0","100.00"
"","Tomas Plekanec","C","1","5.4833333333333","8","4","66.67","6","2","75.00","5","2","71.43","0","0","0.00","5","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Kasperi Kapanen","R","1","5.1166666666667","8","4","66.67","5","2","71.43","4","2","66.67","0","0","0.00","4","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Leo Komarov","C","1","4.2666666666667","7","3","70.00","5","2","71.43","4","2","66.67","0","0","0.00","5","1","83.33","2","1","66.67","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
