"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","4.1","2","6","25.00","2","6","25.00","1","5","16.67","0","1","0.00","1","4","20.00","0","2","0.00","0","1","0.00","0.00","80.00","0.800","0","3","0","0.00"
"","Ron Hainsey","D","1","3.35","2","5","28.57","1","5","16.67","1","4","20.00","0","1","0.00","2","4","33.33","0","2","0.00","0","1","0.00","0.00","75.00","0.750","1","2","0","100.00"
"","Patrick Marleau","C","1","2.2833333333333","3","3","50.00","3","2","60.00","2","2","50.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","2","0","100.00"
"","Tomas Plekanec","C","1","2.7333333333333","4","3","57.14","3","3","50.00","3","2","60.00","1","1","50.00","2","3","40.00","1","2","33.33","1","1","50.00","33.33","50.00","0.833","1","2","1","50.00"
"","Mitchell Marner","C","1","2.35","3","3","50.00","3","2","60.00","2","2","50.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","2","0","100.00"
"","Zach Hyman","C","1","2.5166666666667","3","3","50.00","2","3","40.00","2","2","50.00","1","1","50.00","1","3","25.00","1","2","33.33","1","1","50.00","50.00","50.00","1.000","1","2","1","50.00"
"","William Nylander","C","1","2.5166666666667","3","3","50.00","2","3","40.00","2","2","50.00","1","1","50.00","1","3","25.00","1","2","33.33","1","1","50.00","50.00","50.00","1.000","1","2","1","50.00"
"","Jake Gardiner","D","1","2.1333333333333","3","2","60.00","2","1","66.67","2","1","66.67","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","3","1","66.67"
"","Nazem Kadri","C","1","1.6333333333333","2","2","50.00","2","1","66.67","1","1","50.00","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","2","0","100.00"
"","Nikita Zaitsev","D","1","3.2666666666667","4","2","66.67","2","1","66.67","2","1","66.67","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","3","1","75.00"
"","Tyler Bozak","C","1","2.7666666666667","1","2","33.33","1","2","33.33","0","2","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Travis Dermott","D","1","3.4","6","1","85.71","5","1","83.33","2","1","66.67","1","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","50.00","100.00","1.500","1","3","0","100.00"
"","Dominic Moore","C","1","2.2333333333333","4","1","80.00","2","1","66.67","1","1","50.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Leo Komarov","C","1","2.2333333333333","4","1","80.00","2","1","66.67","1","1","50.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Kasperi Kapanen","R","1","2.2333333333333","4","1","80.00","2","1","66.67","1","1","50.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","James van Riemsdyk","L","1","2.3333333333333","1","1","50.00","1","1","50.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Connor Brown","R","1","2.2666666666667","1","1","50.00","1","1","50.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Roman Polak","D","1","2.4833333333333","5","0","100.00","4","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","50.00","100.00","1.500","1","2","0","100.00"
