"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Ron Hainsey","D","1","3.7333333333333","2","9","18.18","2","8","20.00","2","7","22.22","0","1","0.00","1","7","12.50","0","3","0.00","0","1","0.00","0.00","85.71","0.857","0","0","7","0.00"
"","Morgan Rielly","D","1","3.3","2","9","18.18","2","8","20.00","2","7","22.22","0","1","0.00","1","7","12.50","0","3","0.00","0","1","0.00","0.00","85.71","0.857","0","0","5","0.00"
"","Patrick Marleau","C","1","3.0833333333333","2","8","20.00","2","7","22.22","2","6","25.00","0","1","0.00","1","6","14.29","0","2","0.00","0","1","0.00","0.00","83.33","0.833","0","0","5","0.00"
"","Leo Komarov","C","1","3.5833333333333","2","8","20.00","2","7","22.22","2","6","25.00","0","1","0.00","1","6","14.29","0","2","0.00","0","1","0.00","0.00","83.33","0.833","0","0","7","0.00"
"","Nazem Kadri","C","1","3.1166666666667","1","8","11.11","1","7","12.50","1","6","14.29","0","1","0.00","1","6","14.29","0","2","0.00","0","1","0.00","0.00","83.33","0.833","0","0","5","0.00"
"","Jake Gardiner","D","1","3.35","3","5","37.50","2","4","33.33","2","4","33.33","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Connor Carrick","D","1","3.5","3","5","37.50","2","4","33.33","2","4","33.33","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","James van Riemsdyk","L","1","2.0666666666667","3","4","42.86","2","3","40.00","2","3","40.00","0","0","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Tyler Bozak","C","1","2.1","3","4","42.86","2","3","40.00","2","3","40.00","0","0","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Mitchell Marner","C","1","2.2166666666667","3","4","42.86","2","3","40.00","2","3","40.00","0","0","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Zach Hyman","C","1","2.9833333333333","2","2","50.00","2","2","50.00","2","2","50.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","0","2","33.33"
"","Auston Matthews","C","1","2.4833333333333","2","2","50.00","2","2","50.00","2","2","50.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","William Nylander","C","1","1.65","2","1","66.67","2","1","66.67","2","1","66.67","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Connor Brown","R","1","0.86666666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Roman Polak","D","1","1.4833333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Travis Dermott","D","1","1.15","2","0","100.00","2","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
