"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","4.7","7","3","70.00","6","3","66.67","6","1","85.71","1","0","100.00","5","2","71.43","3","1","75.00","1","0","100.00","16.67","100.00","1.167","0","3","1","0.00"
"","Nikita Zaitsev","D","1","4.7","6","3","66.67","5","3","62.50","5","1","83.33","1","0","100.00","4","2","66.67","3","1","75.00","1","0","100.00","20.00","100.00","1.200","0","3","1","0.00"
"","Mitchell Marner","C","1","3.5166666666667","3","3","50.00","1","2","33.33","1","2","33.33","0","0","0.00","1","2","33.33","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Dominic Moore","C","1","2.8166666666667","4","2","66.67","3","2","60.00","3","1","75.00","0","0","0.00","3","2","60.00","2","2","50.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Zach Hyman","C","1","2.9333333333333","4","2","66.67","2","2","50.00","2","0","100.00","1","0","100.00","2","1","66.67","0","0","0.00","0","0","0.00","50.00","100.00","1.500","0","1","1","0.00"
"","William Nylander","C","1","3.5833333333333","4","2","66.67","2","2","50.00","2","0","100.00","1","0","100.00","2","1","66.67","0","0","0.00","0","0","0.00","50.00","100.00","1.500","0","1","1","0.00"
"","Auston Matthews","C","1","3.5166666666667","4","2","66.67","2","2","50.00","2","0","100.00","1","0","100.00","2","1","66.67","0","0","0.00","0","0","0.00","50.00","100.00","1.500","0","1","1","0.00"
"","Patrick Marleau","C","1","3.7833333333333","3","2","60.00","1","1","50.00","1","1","50.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","James van Riemsdyk","L","1","2.6666666666667","2","2","50.00","1","2","33.33","1","1","50.00","1","0","100.00","1","2","33.33","1","2","33.33","1","0","100.00","100.00","100.00","2.000","1","0","0","100.00"
"","Nazem Kadri","C","1","3.5333333333333","3","2","60.00","1","1","50.00","1","1","50.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Connor Carrick","D","1","3.0333333333333","2","2","50.00","1","2","33.33","1","1","50.00","0","0","0.00","1","2","33.33","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Andreas Borgman","D","1","2.7833333333333","0","2","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Kasperi Kapanen","R","1","2.2666666666667","3","1","75.00","3","1","75.00","3","0","100.00","0","0","0.00","3","1","75.00","2","1","66.67","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Justin Holl","D","1","3.8","5","1","83.33","1","0","100.00","1","0","100.00","1","0","100.00","2","0","100.00","0","0","0.00","0","0","0.00","100.00","100.00","2.000","0","0","0","0.00"
"","Travis Dermott","D","1","3.9666666666667","4","1","80.00","1","0","100.00","1","0","100.00","1","0","100.00","2","0","100.00","0","0","0.00","0","0","0.00","100.00","100.00","2.000","0","0","0","0.00"
"","Leo Komarov","C","1","2","3","0","100.00","3","0","100.00","3","0","100.00","0","0","0.00","3","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Tyler Bozak","C","1","2.1166666666667","2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","1","0","0","100.00"
"","Connor Brown","R","1","1.2","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","1","0","0","100.00"
