"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","9.7666666666667","6","16","27.27","6","15","28.57","6","12","33.33","1","1","50.00","5","12","29.41","1","7","12.50","1","1","50.00","16.67","91.67","1.083","5","1","1","83.33"
"","Connor Brown","R","1","10.366666666667","11","12","47.83","9","10","47.37","8","6","57.14","1","0","100.00","7","6","53.85","1","3","25.00","0","0","0.00","12.50","100.00","1.125","3","3","4","42.86"
"","Connor Carrick","D","1","9.8166666666667","8","12","40.00","4","10","28.57","4","8","33.33","0","0","0.00","5","7","41.67","0","4","0.00","0","0","0.00","0.00","100.00","1.000","3","6","1","75.00"
"","Tyler Bozak","C","1","9.4","9","11","45.00","8","9","47.06","7","5","58.33","1","0","100.00","6","6","50.00","1","3","25.00","0","0","0.00","14.29","100.00","1.143","3","3","4","42.86"
"","Nazem Kadri","C","1","7.4333333333333","4","11","26.67","3","10","23.08","2","7","22.22","0","0","0.00","2","6","25.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","3","0","3","50.00"
"","Travis Dermott","D","1","12.7","17","10","62.96","10","7","58.82","8","5","61.54","1","0","100.00","10","3","76.92","1","1","50.00","0","0","0.00","12.50","100.00","1.125","3","7","2","60.00"
"","Morgan Rielly","D","1","12","13","10","56.52","9","8","52.94","5","6","45.45","1","0","100.00","6","2","75.00","1","1","50.00","0","0","0.00","20.00","100.00","1.200","6","1","5","54.55"
"","James van Riemsdyk","L","1","8.2666666666667","10","9","52.63","8","7","53.33","7","5","58.33","1","0","100.00","6","6","50.00","1","4","20.00","0","0","0.00","14.29","100.00","1.143","4","3","3","57.14"
"","Nikita Zaitsev","D","1","8.5","8","8","50.00","7","7","50.00","7","6","53.85","0","1","0.00","5","6","45.45","0","3","0.00","0","1","0.00","0.00","83.33","0.833","3","1","1","75.00"
"","Auston Matthews","C","1","8.5333333333333","14","7","66.67","9","5","64.29","7","5","58.33","1","1","50.00","7","5","58.33","1","4","20.00","1","1","50.00","14.29","80.00","0.943","6","1","1","85.71"
"","Patrick Marleau","C","1","5.6166666666667","3","7","30.00","3","7","30.00","2","6","25.00","0","0","0.00","2","4","33.33","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","0","2","60.00"
"","William Nylander","C","1","8.3666666666667","13","6","68.42","8","4","66.67","6","4","60.00","1","1","50.00","6","4","60.00","1","4","20.00","1","1","50.00","16.67","75.00","0.917","6","1","1","85.71"
"","Mitchell Marner","C","1","5.9666666666667","3","6","33.33","3","6","33.33","2","5","28.57","0","0","0.00","2","4","33.33","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","0","2","60.00"
"","Kasperi Kapanen","R","1","6.6333333333333","4","6","40.00","2","5","28.57","2","5","28.57","0","0","0.00","3","1","75.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","4","0","0.00"
"","Leo Komarov","C","1","6.2333333333333","3","6","33.33","1","5","16.67","1","5","16.67","0","0","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","4","0","0.00"
"","Dominic Moore","C","1","6.5333333333333","3","5","37.50","1","4","20.00","1","4","20.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","4","0","0.00"
"","Zach Hyman","C","1","7.6833333333333","13","4","76.47","8","3","72.73","6","3","66.67","1","1","50.00","6","2","75.00","1","2","33.33","1","1","50.00","16.67","66.67","0.833","5","1","1","83.33"
"","Ron Hainsey","D","1","7.85","8","4","66.67","6","3","66.67","4","3","57.14","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","25.00","100.00","1.250","4","0","4","50.00"
