"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","9.1833333333333","11","14","44.00","7","13","35.00","5","8","38.46","0","0","0.00","5","6","45.45","3","4","42.86","0","0","0.00","0.00","100.00","1.000","4","1","2","66.67"
"","Ron Hainsey","D","1","8.9666666666667","4","11","26.67","3","9","25.00","2","4","33.33","0","0","0.00","0","6","0.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","4","5","5","44.44"
"","Mitchell Marner","C","1","8.2","10","10","50.00","6","10","37.50","4","6","40.00","0","0","0.00","3","3","50.00","2","1","66.67","0","0","0.00","0.00","100.00","1.000","4","4","3","57.14"
"","Zach Hyman","C","1","6.8166666666667","5","9","35.71","2","9","18.18","1","5","16.67","0","0","0.00","1","3","25.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","5","3","3","62.50"
"","Patrick Marleau","C","1","6.3166666666667","4","9","30.77","1","9","10.00","1","6","14.29","0","0","0.00","1","3","25.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","5","4","4","55.56"
"","Jake Gardiner","D","1","9.3833333333333","18","8","69.23","13","8","61.90","8","7","53.33","0","0","0.00","8","3","72.73","5","0","100.00","0","0","0.00","0.00","100.00","1.000","5","3","2","71.43"
"","Kasperi Kapanen","R","1","5.0833333333333","6","6","50.00","4","5","44.44","2","3","40.00","0","0","0.00","2","5","28.57","2","3","40.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Morgan Rielly","D","1","10.333333333333","12","5","70.59","9","4","69.23","4","3","57.14","0","0","0.00","2","2","50.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","5","5","5","50.00"
"","Dominic Moore","C","1","4.4333333333333","5","5","50.00","4","4","50.00","2","2","50.00","0","0","0.00","2","4","33.33","2","3","40.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Matt Martin","L","1","3.3","4","5","44.44","3","3","50.00","2","2","50.00","0","0","0.00","2","3","40.00","2","2","50.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Nazem Kadri","C","1","7.2333333333333","9","4","69.23","6","4","60.00","3","3","50.00","0","0","0.00","2","2","50.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","3","57.14"
"","Leo Komarov","C","1","5.4","3","4","42.86","2","4","33.33","2","3","40.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","2","50.00"
"","Tyler Bozak","C","1","7.5333333333333","13","3","81.25","11","2","84.62","6","2","75.00","0","0","0.00","5","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","2","3","3","40.00"
"","James van Riemsdyk","L","1","7.0333333333333","11","3","78.57","9","2","81.82","5","2","71.43","0","0","0.00","3","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","3","25.00"
"","William Nylander","C","1","5.3833333333333","3","3","50.00","2","3","40.00","1","3","25.00","0","0","0.00","1","2","33.33","1","0","100.00","0","0","0.00","0.00","100.00","1.000","5","1","3","62.50"
"","Connor Brown","R","1","5.6333333333333","6","2","75.00","5","2","71.43","3","2","60.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","3","3","40.00"
"","Roman Polak","D","1","4.5","1","2","33.33","1","2","33.33","0","2","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Andreas Borgman","D","1","4.4666666666667","2","2","50.00","1","2","33.33","1","2","33.33","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","2","0.00"
