"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","5.8666666666667","8","11","42.11","7","8","46.67","5","6","45.45","0","0","0.00","3","8","27.27","0","5","0.00","0","0","0.00","0.00","100.00","1.000","3","2","1","75.00"
"","Zach Hyman","C","1","3.8833333333333","3","9","25.00","2","4","33.33","2","4","33.33","0","0","0.00","2","3","40.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","Ron Hainsey","D","1","4.4333333333333","5","8","38.46","5","6","45.45","3","5","37.50","0","0","0.00","3","6","33.33","1","4","20.00","0","0","0.00","0.00","100.00","1.000","2","1","2","50.00"
"","Tomas Plekanec","C","1","2.6666666666667","4","8","33.33","3","6","33.33","2","5","28.57","0","0","0.00","2","5","28.57","0","4","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Roman Polak","D","1","5.5166666666667","7","7","50.00","6","4","60.00","4","2","66.67","0","0","0.00","3","3","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","2","1","75.00"
"","Dominic Moore","C","1","3.0166666666667","4","7","36.36","3","6","33.33","2","5","28.57","0","0","0.00","2","5","28.57","0","4","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Patrick Marleau","C","1","3.4666666666667","5","6","45.45","5","4","55.56","3","2","60.00","0","0","0.00","3","3","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","Nazem Kadri","C","1","3.4666666666667","5","6","45.45","5","4","55.56","3","2","60.00","0","0","0.00","3","3","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","Mitchell Marner","C","1","3.4","5","6","45.45","5","4","55.56","3","2","60.00","0","0","0.00","3","3","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","Andreas Johnsson","L","1","3.7333333333333","3","6","33.33","2","2","50.00","2","2","50.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","William Nylander","C","1","4.1333333333333","3","6","33.33","2","2","50.00","2","2","50.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","3","0","1","75.00"
"","Connor Carrick","D","1","4.1833333333333","3","6","33.33","1","2","33.33","1","2","33.33","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","2","0","1","66.67"
"","Travis Dermott","D","1","4.5833333333333","3","6","33.33","1","2","33.33","1","2","33.33","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","2","0","1","66.67"
"","Morgan Rielly","D","1","4.4833333333333","6","4","60.00","6","2","75.00","4","1","80.00","0","0","0.00","3","1","75.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","2","1","2","50.00"
"","Kasperi Kapanen","R","1","2.95","4","4","50.00","3","4","42.86","2","3","40.00","0","0","0.00","2","2","50.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","James van Riemsdyk","L","1","4.3166666666667","4","2","66.67","3","0","100.00","2","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","1","50.00"
"","Connor Brown","R","1","4.3","4","2","66.67","3","0","100.00","2","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","1","50.00"
"","Tyler Bozak","C","1","4.2666666666667","4","1","80.00","3","0","100.00","2","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","1","50.00"
