"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 3, 2018 - January 3, 2018","TOR","D","2","10.23","5.78","10.95","-5.17","34.55","33.9","64.22","5.09","9.93","-4.84","33.89","29.85","58.24","3.04","8.36","-5.32","26.67","17.83","49.03","--","0.81","-0.81","--","--","4.75","0.1","0.56","-0.46","15.15","0.59","3.28","1","4","3","5.87","23.46","--","90.31","--","91.84","1.96","94.36","-1.96","-2.52","90.31","96.33","-6.01"
"Auston Matthews","January 3, 2018 - January 3, 2018","TOR","C","3","13.35","7.79","10.98","-3.19","41.5","35.01","49.35","5.08","7.06","-1.98","41.85","22.83","31.73","2.06","6.18","-4.12","25","9.26","27.78","1.21","--","1.21","100","5.44","--","0.2","0.28","-0.08","41.67","0.9","1.26","1","--","-1","4.49","--","58.74","100","23.82","100","3.94","96.03","19.88","3.97","158.74","99.97","58.77"
"Connor Brown","January 3, 2018 - January 3, 2018","TOR","R","2","8.23","6.13","9.12","-2.99","40.2","44.69","66.49","5.14","9.33","-4.19","35.52","37.47","68.02","4.07","8.65","-4.58","32","29.67","63.06","--","1.95","-1.95","--","--","14.22","0.35","0.83","-0.48","29.66","2.55","6.05","1","1","--","7.29","7.29","--","77.46","--","79.1","6.81","91.1","-6.81","-12","77.46","97.91","-20.46"
"Connor Carrick","January 3, 2018 - January 3, 2018","TOR","D","1","14.07","13.44","10.48","2.96","56.19","57.31","44.69","9.82","8.71","1.11","53","41.88","37.14","4.99","6.81","-1.82","42.29","21.28","29.04","1.21","1.14","0.07","51.49","5.16","4.86","0.92","0.68","0.24","57.5","3.92","2.9","2","--","-2","8.53","--","24.25","83.26","12.32","86.91","9.37","92.19","2.95","-5.28","107.51","101.56","5.95"
"Frederik Gauthier","January 3, 2018 - January 3, 2018","TOR","C","2","8.93","5.91","7.9","-1.99","42.8","39.71","53.08","4.97","7.08","-2.11","41.24","33.39","47.57","3.89","7.17","-3.28","35.17","26.14","48.17","--","1.95","-1.95","--","--","13.1","0.27","0.73","-0.46","27","1.81","4.9","--","1","1","--","6.72","--","72.8","--","72.46","5.43","89.69","-5.43","-17.23","72.8","95.12","-22.32"
"Jake Gardiner","January 3, 2018 - January 3, 2018","TOR","D","3","21.87","17.98","17.11","0.87","51.24","49.33","46.94","11.61","14.7","-3.09","44.13","31.85","40.33","6.06","12.07","-6.01","33.43","16.63","33.11","1.21","1.14","0.07","51.49","3.32","3.13","0.98","1.08","-0.1","47.57","2.69","2.96","6","--","-6","16.46","--","19.97","90.56","10.42","92.24","8.44","92.65","1.98","-0.41","110.52","101.09","9.43"
"James Van Riemsdyk","January 3, 2018 - January 3, 2018","TOR","L","3","11.13","11.25","5.54","5.71","67","60.65","29.87","9.34","5.68","3.66","62.18","50.35","30.62","4.89","4.04","0.85","54.76","26.36","21.78","--","--","--","--","--","--","0.29","0.34","-0.05","46.03","1.56","1.83","--","2","2","--","10.78","--","100","--","100","3.1","94.01","-3.1","5.99","100","97.12","2.88"
"Leo Komarov","January 3, 2018 - January 3, 2018","TOR","C","3","13.8","13.82","12.4","1.42","52.71","60.09","53.91","9.09","11.11","-2.02","45","39.52","48.3","5.24","8.51","-3.27","38.11","22.78","37","--","--","--","--","--","--","0.52","0.78","-0.26","40","2.26","3.39","3","1","-2","13.04","4.35","--","100","--","100","5.72","92.98","-5.72","7.02","100","98.7","1.3"
"Matt Martin","January 3, 2018 - January 3, 2018","TOR","L","1","7.43","6.09","8.04","-1.95","43.1","49.18","64.93","5.1","7.21","-2.11","41.43","41.18","58.22","4.03","6.49","-2.46","38.31","32.54","52.41","--","1.95","-1.95","--","--","15.75","0.35","0.69","-0.34","33.65","2.83","5.57","1","1","--","8.08","8.08","--","69.95","--","72.95","6.86","90.43","-6.86","-17.48","69.95","97.29","-27.34"
"Mitch Marner","January 3, 2018 - January 3, 2018","TOR","C","3","12.25","10.49","6.42","4.07","62.03","51.38","31.44","8.8","5.73","3.07","60.56","43.1","28.07","6.03","3.13","2.9","65.83","29.53","15.33","--","--","--","--","--","--","0.73","0.37","0.36","66.36","3.58","1.81","3","3","--","14.69","14.69","--","100","--","100","8.3","93.54","-8.3","6.46","100","101.84","-1.84"
"Morgan Rielly","January 3, 2018 - January 3, 2018","TOR","D","3","19.52","19.48","14.8","4.68","56.83","59.88","45.49","15.07","13.43","1.64","52.88","46.32","41.28","9.21","9.92","-0.71","48.14","28.31","30.49","--","--","--","--","--","--","1.34","0.96","0.38","58.26","4.12","2.95","2","2","--","6.15","6.15","--","100","--","100","8.89","92.85","-8.89","7.15","100","101.74","-1.74"
"Nazem Kadri","January 3, 2018 - January 3, 2018","TOR","C","3","13.08","15.08","9.09","5.99","62.39","69.17","41.7","10.02","9.28","0.74","51.92","45.96","42.57","6.25","6.57","-0.32","48.75","28.67","30.14","--","--","--","--","--","--","0.49","0.74","-0.25","39.84","2.25","3.39","2","1","-1","9.17","4.59","--","100","--","100","4.89","92.03","-4.89","7.97","100","96.92","3.08"
"Patrick Marleau","January 3, 2018 - January 3, 2018","TOR","C","3","13.13","11.84","12.68","-0.84","48.29","54.11","57.94","7.36","11.45","-4.09","39.13","33.63","52.32","4.23","8.56","-4.33","33.07","19.33","39.12","--","--","--","--","--","--","0.49","0.87","-0.38","36.03","2.24","3.98","5","2","-3","22.85","9.14","--","100","--","100","6.66","92.4","-6.66","7.6","100","99.06","0.94"
"Roman Polak","January 3, 2018 - January 3, 2018","TOR","D","2","11.03","8.92","12.17","-3.25","42.29","48.52","66.2","6.94","10.02","-3.08","40.92","37.75","54.51","5.95","7.99","-2.04","42.68","32.37","43.46","--","0.81","-0.81","--","--","4.41","0.24","0.63","-0.39","27.59","1.31","3.43","--","3","3","--","16.32","--","89.86","--","91.92","3.46","93.71","-3.46","-1.8","89.86","97.17","-7.31"
"Ron Hainsey","January 3, 2018 - January 3, 2018","TOR","D","3","16.28","17.28","14.4","2.88","54.55","63.69","53.07","13.22","11.16","2.06","54.22","48.72","41.13","9.15","8.55","0.6","51.69","33.72","31.51","--","--","--","--","--","--","0.88","0.78","0.1","53.01","3.24","2.87","1","1","--","3.69","3.69","--","100","--","100","6.66","93.01","-6.66","6.99","100","99.67","0.33"
"Tyler Bozak","January 3, 2018 - January 3, 2018","TOR","C","3","11.35","10.41","8.34","2.07","55.52","55.03","44.09","8.72","7.59","1.13","53.46","46.1","40.12","4.99","4.98","0.01","50.05","26.38","26.33","--","--","--","--","--","--","0.73","0.4","0.33","64.6","3.86","2.11","1","3","2","5.29","15.86","--","100","--","100","8.37","94.73","-8.37","5.27","100","103.1","-3.1"
"William Nylander","January 3, 2018 - January 3, 2018","TOR","C","3","12.77","7.79","10.98","-3.19","41.5","36.6","51.59","5.08","7.06","-1.98","41.85","23.87","33.17","2.06","6.18","-4.12","25","9.68","29.04","1.21","--","1.21","100","5.69","--","0.2","0.28","-0.08","41.67","0.94","1.32","1","--","-1","4.7","--","58.74","100","23.82","100","3.94","96.03","19.88","3.97","158.74","99.97","58.77"
"Zach Hyman","January 3, 2018 - January 3, 2018","TOR","C","2","14.2","13.34","10.9","2.44","55.03","56.37","46.06","9","6.9","2.1","56.6","38.03","29.15","4.96","5.34","-0.38","48.16","20.96","22.56","1.21","--","1.21","100","5.11","--","0.6","0.31","0.29","65.93","2.54","1.31","1","--","-1","4.23","--","24.4","100","13.44","100","6.67","95.51","6.78","4.49","124.4","102.17","22.22"
