"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 21, 2018 - January 21, 2018","TOR","D","1","11.6","7.34","7.09","0.25","50.87","37.97","36.67","4.05","7.2","-3.15","36","20.95","37.24","3.05","7.24","-4.19","29.64","15.78","37.45","--","1.97","-1.97","--","--","10.19","0.14","0.74","-0.6","15.91","0.72","3.83","--","--","--","--","--","--","72.79","--","72.64","3.46","89.72","-3.46","-17.08","72.79","93.18","-20.39"
"Auston Matthews","January 21, 2018 - January 21, 2018","TOR","C","2","15.35","18.51","7.48","11.03","71.22","72.35","29.24","12.75","7.54","5.21","62.84","49.84","29.47","10.09","4.63","5.46","68.55","39.44","18.1","1.05","0.71","0.34","59.66","4.1","2.78","0.89","0.38","0.51","70.08","3.48","1.49","--","1","1","--","3.91","10.41","84.67","8.24","90.58","6.98","94.96","1.25","-4.38","95.07","101.94","-6.87"
"Connor Brown","January 21, 2018 - January 21, 2018","TOR","R","3","13.53","12.13","3.8","8.33","76.15","53.79","16.85","8.98","2.93","6.05","75.4","39.82","12.99","6.4","2.94","3.46","68.52","28.38","13.04","--","--","--","--","--","--","0.64","0.13","0.51","83.12","2.84","0.58","--","--","--","--","--","--","100","--","100","7.13","95.56","-7.13","4.44","100","102.69","-2.69"
"Connor Carrick","January 21, 2018 - January 21, 2018","TOR","D","1","17.92","20.96","9.9","11.06","67.92","70.18","33.15","16.13","8.17","7.96","66.38","54.01","27.35","13.18","4.33","8.85","75.27","44.13","14.5","1.05","0.71","0.34","59.66","3.52","2.38","1.27","0.34","0.93","78.88","4.25","1.14","--","1","1","--","3.35","7.97","83.6","6.51","91.31","7.87","95.84","-1.36","-4.53","91.57","103.71","-12.14"
"Frederik Gauthier","January 21, 2018 - January 21, 2018","TOR","C","1","9.85","6.32","14.25","-7.93","30.72","38.5","86.8","6.38","13.46","-7.08","32.16","38.86","81.99","4.67","9.7","-5.03","32.5","28.45","59.09","--","1.97","-1.97","--","--","12","0.25","0.99","-0.74","20.16","1.52","6.03","--","--","--","--","--","--","79.69","--","85.36","3.92","92.64","-3.92","-7.28","79.69","96.56","-16.87"
"Jake Gardiner","January 21, 2018 - January 21, 2018","TOR","D","3","21.57","18.31","16.96","1.35","51.91","50.93","47.18","16.06","16.05","0.01","50.02","44.67","44.65","8.06","9.01","-0.95","47.22","22.42","25.06","1.22","--","1.22","100","3.39","--","0.63","0.81","-0.18","43.75","1.75","2.25","--","--","--","--","--","15.14","100","7.6","100","3.92","94.95","3.67","5.05","115.14","98.88","16.26"
"James Van Riemsdyk","January 21, 2018 - January 21, 2018","TOR","L","2","13.52","13.13","2.92","10.21","81.81","58.27","12.96","9.98","2.93","7.05","77.3","44.29","13","6.4","2.94","3.46","68.52","28.4","13.05","--","--","--","--","--","--","0.67","0.13","0.54","83.75","2.97","0.58","--","--","--","--","--","--","100","--","100","6.71","95.56","-6.71","4.44","100","102.28","-2.28"
"Leo Komarov","January 21, 2018 - January 21, 2018","TOR","C","1","15.78","9.64","15.19","-5.55","38.82","36.65","57.76","8.1","14.26","-6.16","36.23","30.8","54.22","4.01","6.35","-2.34","38.71","15.25","24.14","1.22","--","1.22","100","4.64","--","0.28","0.72","-0.44","28","1.06","2.74","--","--","--","--","--","30.42","100","15.06","100","3.46","94.95","11.6","5.05","130.42","98.41","32.02"
"Matt Martin","January 21, 2018 - January 21, 2018","TOR","L","1","7.25","5.34","10.54","-5.2","33.63","44.19","87.23","5.4","9.73","-4.33","35.69","44.69","80.52","3.79","7.83","-4.04","32.62","31.37","64.8","--","1.97","-1.97","--","--","16.3","0.19","0.81","-0.62","19","1.57","6.7","--","--","--","--","--","--","74.84","--","79.75","3.52","91.68","-3.52","-11.92","74.84","95.19","-20.35"
"Mitch Marner","January 21, 2018 - January 21, 2018","TOR","C","2","9.88","5.34","12.32","-6.98","30.24","32.43","74.82","5.4","10.63","-5.23","33.69","32.79","64.55","3.79","7.83","-4.04","32.62","23.02","47.55","--","1.97","-1.97","--","--","11.96","0.19","0.82","-0.63","18.81","1.15","4.98","--","--","--","--","--","--","74.84","--","81.47","3.52","92.29","-3.52","-10.82","74.84","95.8","-20.96"
