"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 24, 2018 - January 24, 2018","TOR","D","2","16.05","8.89","16.05","-7.16","35.65","33.23","60","5.36","12.92","-7.56","29.32","20.04","48.3","3.54","6.87","-3.33","34.01","13.23","25.68","--","--","--","--","--","0.44","0.57","-0.13","43.56","1.64","2.13","1","1","--","3.74","3.74","--","100","--","100","8.21","95.59","-8.21","4.41","100","103.8","-3.8"
"Auston Matthews","January 24, 2018 - January 24, 2018","TOR","C","2","15.73","11.38","16.67","-5.29","40.57","43.41","63.59","9.2","11.94","-2.74","43.52","35.09","45.54","5.77","9.01","-3.24","39.04","22.01","34.37","1.61","0.84","0.77","6.14","3.2","0.7","0.85","-0.15","45.16","2.67","3.24","2","2","--","7.63","7.63","27.9","90.68","17.5","92.96","7.61","92.88","9.89","0.08","118.58","100.49","18.09"
"Connor Brown","January 24, 2018 - January 24, 2018","TOR","R","2","13.2","11.56","16.54","-4.98","41.14","52.55","75.18","9.69","12.7","-3.01","43.28","44.05","57.73","6.82","8.35","-1.53","44.96","31","37.95","--","--","--","--","--","0.82","0.56","0.26","59.42","3.73","2.55","--","--","--","--","--","--","100","--","100","8.46","95.59","-8.46","4.41","100","104.05","-4.05"
"Connor Carrick","January 24, 2018 - January 24, 2018","TOR","D","3","16.67","9.43","17.91","-8.48","34.49","33.94","64.46","5.36","13.88","-8.52","27.86","19.29","49.96","3.54","7.84","-4.3","31.11","12.74","28.22","--","--","--","--","--","0.44","0.57","-0.13","43.56","1.58","2.05","2","2","--","7.2","7.2","--","100","--","100","8.21","95.89","-8.21","4.11","100","104.1","-4.1"
"Dominic Moore","January 24, 2018 - January 24, 2018","TOR","C","2","8.83","6.22","4.58","1.64","57.59","42.27","31.12","3.75","3.7","0.05","50.34","25.48","25.14","1.95","1.86","0.09","51.18","13.25","12.64","--","--","--","--","--","0.07","0.09","-0.02","43.75","0.48","0.61","1","--","-1","6.8","--","--","100","--","100","1.87","97.57","-1.87","2.43","100","99.43","0.57"
"Jake Gardiner","January 24, 2018 - January 24, 2018","TOR","D","2","18.27","14.27","20.39","-6.12","41.17","46.86","66.96","10.01","16.79","-6.78","37.35","32.87","55.14","7.85","12.07","-4.22","39.41","25.78","39.64","1.85","0.84","1.01","6.08","2.76","0.4","0.81","-0.41","33.06","1.31","2.66","--","2","2","--","6.57","23.57","93.04","18.48","95","4","95.18","14.49","-0.18","116.61","99.17","17.44"
"James Van Riemsdyk","January 24, 2018 - January 24, 2018","TOR","L","1","11.95","13.37","14.41","-1.04","48.13","67.13","72.35","10.72","11.11","-0.39","49.11","53.82","55.78","7.85","6.66","1.19","54.1","39.41","33.44","--","--","--","--","--","0.84","0.43","0.41","66.14","4.22","2.16","--","--","--","--","--","--","100","--","100","7.84","96.13","-7.84","3.87","100","103.97","-3.97"
"Kasperi Kapanen","January 24, 2018 - January 24, 2018","TOR","R","2","8.15","6.22","4.15","2.07","59.98","45.79","30.55","3.75","3.3","0.45","53.19","27.61","24.29","1.95","2.61","-0.66","42.76","14.36","19.21","--","--","--","--","--","0.07","0.1","-0.03","41.18","0.52","0.74","1","--","-1","7.36","--","--","100","--","100","1.87","96.97","-1.87","3.03","100","98.84","1.16"
"Leo Komarov","January 24, 2018 - January 24, 2018","TOR","C","2","11.68","7.72","8.66","-0.94","47.13","39.66","44.49","4.49","5.97","-1.48","42.93","23.07","30.67","2.71","2.83","-0.12","48.92","13.92","14.54","--","--","--","--","--","0.1","0.17","-0.07","37.04","0.51","0.87","1","--","-1","5.14","--","--","100","--","100","2.23","97.15","-2.23","2.85","100","99.38","0.62"
"Mitch Marner","January 24, 2018 - January 24, 2018","TOR","C","2","12.48","14.25","14.96","-0.71","48.78","68.51","71.92","6.94","15.37","-8.43","31.11","33.37","73.89","5.59","10.88","-5.29","33.94","26.87","52.31","1.08","--","1.08","5.19","--","0.38","0.6","-0.22","38.78","1.83","2.88","--","1","1","--","4.81","19.32","100","15.56","100","5.48","96.1","10.09","3.9","119.32","101.57","17.75"
"Nazem Kadri","January 24, 2018 - January 24, 2018","TOR","C","2","13.75","13.16","18.73","-5.57","41.27","57.43","81.73","6.94","17.44","-10.5","28.47","30.28","76.1","5.59","12.73","-7.14","30.51","24.39","55.55","1.08","--","1.08","4.71","--","0.38","0.69","-0.31","35.51","1.66","3.01","--","1","1","--","4.36","19.32","100","15.56","100","5.48","96.04","10.09","3.96","119.32","101.52","17.8"
"Patrick Marleau","January 24, 2018 - January 24, 2018","TOR","C","3","15.45","15.35","17.92","-2.57","46.14","59.61","69.59","6.94","16.35","-9.41","29.8","26.95","63.5","5.59","11.72","-6.13","32.29","21.71","45.51","1.08","--","1.08","4.19","--","0.38","0.65","-0.27","36.89","1.48","2.52","1","2","1","3.88","7.77","19.32","100","15.56","100","5.48","96.02","10.09","3.98","119.32","101.5","17.82"
"Roman Polak","January 24, 2018 - January 24, 2018","TOR","D","2","15.68","20.84","15.01","5.83","58.13","79.74","57.44","15.33","13.63","1.7","52.94","58.66","52.16","10.53","9.54","0.99","52.47","40.29","36.51","0.83","--","0.83","3.18","--","1.19","0.63","0.56","65.38","4.55","2.41","1","--","-1","3.83","--","7.88","100","5.41","100","7.76","95.38","-2.35","4.62","107.88","103.14","4.74"
"Ron Hainsey","January 24, 2018 - January 24, 2018","TOR","D","2","19.7","17","24.04","-7.04","41.42","51.78","73.22","12.08","19.85","-7.77","37.83","36.79","60.46","9.33","14.93","-5.6","38.46","28.42","45.47","2.68","0.84","1.84","8.16","2.56","0.92","0.84","0.08","52.27","2.8","2.56","--","--","--","--","--","28.72","94.37","22.19","95.77","7.62","95.77","14.57","--","123.1","103.38","19.71"
"Travis Dermott","January 24, 2018 - January 24, 2018","TOR","D","2","15.13","18.13","14.29","3.84","55.92","71.9","56.67","11.19","11.41","-0.22","49.51","44.38","45.25","6.99","9.4","-2.41","42.65","27.72","37.28","--","--","--","--","--","0.56","0.72","-0.16","43.75","2.22","2.86","2","1","-1","7.93","3.97","--","100","--","100","5","93.69","-5","6.31","100","98.69","1.31"
