"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","January 17, 2018 - January 17, 2018","TOR","C","3","15.78","15.5","13.16","2.34","54.08","58.94","50.04","8.71","9.82","-1.11","47","33.12","37.34","6.78","7.77","-0.99","46.6","25.78","29.54","0.98","0.56","0.42","63.64","3.73","2.13","0.71","0.72","-0.01","49.65","2.7","2.74","1","--","-1","3.8","--","14.45","92.79","11.25","94.3","8.15","92.67","3.1","1.63","107.25","100.82","6.43"
"Connor Brown","January 17, 2018 - January 17, 2018","TOR","R","2","10.83","12.44","6.46","5.98","65.82","68.92","35.79","7.94","4.14","3.8","65.73","43.99","22.94","5.1","3.14","1.96","61.89","28.25","17.4","0.98","--","0.98","100","5.43","--","0.59","0.24","0.35","71.08","3.27","1.33","--","--","--","--","--","19.22","100","12.34","100","7.43","94.2","4.91","5.8","119.22","101.63","17.58"
"Connor Carrick","January 17, 2018 - January 17, 2018","TOR","D","1","17.45","15.7","11","4.7","58.8","53.98","37.82","10.37","8.23","2.14","55.75","35.66","28.3","8.92","6.56","2.36","57.62","30.67","22.56","1.11","1","0.11","52.61","3.82","3.44","1.28","0.28","1","82.05","4.4","0.96","1","--","-1","3.44","--","12.44","84.76","10.7","87.85","12.34","96.6","-1.64","-8.75","97.2","108.94","-11.74"
"Frederik Gauthier","January 17, 2018 - January 17, 2018","TOR","C","2","9.58","4.5","13.88","-9.38","24.48","28.18","86.93","3.64","9.82","-6.18","27.04","22.8","61.5","2.75","7.11","-4.36","27.89","17.22","44.53","1.11","--","1.11","100","6.95","--","0.58","0.62","-0.04","48.33","3.63","3.88","--","1","1","--","6.26","40.36","100","30.49","100","15.93","93.69","14.56","6.31","140.36","109.62","30.74"
"Jake Gardiner","January 17, 2018 - January 17, 2018","TOR","D","2","23.2","19.48","17.87","1.61","52.16","50.38","46.22","13.11","15.12","-2.01","46.44","33.91","39.1","11.67","10.35","1.32","53","30.18","26.77","1.11","0.56","0.55","66.47","2.87","1.45","1.45","0.53","0.92","73.23","3.75","1.37","1","--","-1","2.59","--","9.51","94.59","8.47","96.3","11.06","96.49","-2.59","-0.2","104.1","107.55","-3.45"
"James Van Riemsdyk","January 17, 2018 - January 17, 2018","TOR","L","2","13.37","11.74","10.8","0.94","52.09","52.69","48.47","8.47","8.04","0.43","51.3","38.01","36.08","6.99","7.17","-0.18","49.36","31.37","32.18","--","1","-1","--","--","4.49","0.66","0.29","0.37","69.47","2.96","1.3","--","--","--","--","--","--","86.05","--","87.56","7.79","96.39","-7.79","-8.83","86.05","104.19","-18.13"
"Leo Komarov","January 17, 2018 - January 17, 2018","TOR","C","1","14.28","7.6","10.85","-3.25","41.19","31.93","45.59","6.38","11.1","-4.72","36.5","26.81","46.64","5.84","5.99","-0.15","49.37","24.54","25.17","--","--","--","--","--","--","0.61","0.49","0.12","55.45","2.56","2.06","1","--","-1","4.2","--","--","100","--","100","9.56","95.59","-9.56","4.41","100","105.15","-5.15"
"Matt Martin","January 17, 2018 - January 17, 2018","TOR","L","1","7.32","4.5","10.78","-6.28","29.45","36.89","88.36","3.64","6.71","-3.07","35.17","29.84","55","2.75","6.04","-3.29","31.29","22.54","49.51","1.11","--","1.11","100","9.1","--","0.58","0.33","0.25","63.74","4.75","2.7","--","1","1","--","8.2","40.36","100","30.49","100","15.93","95.08","14.56","4.92","140.36","111.02","29.35"
"Mitch Marner","January 17, 2018 - January 17, 2018","TOR","C","2","14.43","12.43","12.44","-0.01","49.98","51.68","51.73","9.19","9.71","-0.52","48.62","38.21","40.37","7.73","8.13","-0.4","48.74","32.14","33.8","--","1","-1","--","--","4.16","0.68","0.32","0.36","68","2.83","1.33","--","--","--","--","--","--","87.7","--","89.7","7.4","96.7","-7.4","-7","87.7","104.1","-16.4"
"Morgan Rielly","January 17, 2018 - January 17, 2018","TOR","D","3","16.4","15.14","13.97","1.17","52.01","55.39","51.11","9.85","11.51","-1.66","46.11","36.04","42.11","7.34","9.53","-2.19","43.51","26.85","34.87","0.98","--","0.98","100","3.59","--","0.8","0.61","0.19","56.74","2.93","2.23","1","--","-1","3.66","--","13.35","100","9.95","100","8.12","94.7","1.83","5.3","113.35","102.82","10.53"
"Nazem Kadri","January 17, 2018 - January 17, 2018","TOR","C","2","14.43","9.56","7.16","2.4","57.18","39.75","29.77","7.39","7.35","0.04","50.14","30.73","30.56","6.86","4.92","1.94","58.23","28.52","20.46","--","--","--","--","--","--","0.64","0.18","0.46","78.05","2.66","0.75","1","--","-1","4.16","--","--","100","--","100","8.66","97.55","-8.66","2.45","100","106.21","-6.21"
"Patrick Marleau","January 17, 2018 - January 17, 2018","TOR","C","3","13.47","7.6","8.02","-0.42","48.66","33.85","35.72","6.38","8.23","-1.85","43.67","28.42","36.66","5.84","5.14","0.7","53.19","26.01","22.9","--","--","--","--","--","--","0.61","0.19","0.42","76.25","2.72","0.85","1","--","-1","4.45","--","--","100","--","100","9.56","97.69","-9.56","2.31","100","107.25","-7.25"
"Roman Polak","January 17, 2018 - January 17, 2018","TOR","D","3","16.55","11.22","18.59","-7.37","37.64","40.68","67.4","7.89","14.97","-7.08","34.51","28.6","54.27","5.05","9.88","-4.83","33.82","18.31","35.82","--","1","-1","--","--","3.63","0.35","0.93","-0.58","27.34","1.27","3.37","--","1","1","--","3.63","--","89.88","--","93.32","4.44","93.79","-4.44","-0.47","89.88","98.22","-8.35"
"Ron Hainsey","January 17, 2018 - January 17, 2018","TOR","D","2","17.87","12.35","15.91","-3.56","43.7","41.47","53.42","8.43","13.45","-5.02","38.53","28.3","45.16","8.54","11.55","-3.01","42.51","28.67","38.78","0.98","--","0.98","100","3.29","--","0.62","0.69","-0.07","47.33","2.08","2.32","--","--","--","--","--","11.48","100","11.63","100","7.35","94.87","4.27","5.13","111.48","102.22","9.25"
"Travis Dermott","January 17, 2018 - January 17, 2018","TOR","D","2","12.53","7.14","12.83","-5.69","35.75","34.19","61.44","5.35","9.07","-3.72","37.1","25.62","43.43","3.86","7.12","-3.26","35.15","18.48","34.09","--","--","--","--","--","--","0.53","0.61","-0.08","46.49","2.54","2.92","1","1","--","4.79","4.79","--","100","--","100","9.91","93.27","-9.91","6.73","100","103.18","-3.18"
"Tyler Bozak","January 17, 2018 - January 17, 2018","TOR","C","2","14.08","12.43","11.5","0.93","51.94","52.97","49.01","9.19","9.74","-0.55","48.55","39.16","41.51","7.73","8.88","-1.15","46.54","32.94","37.84","--","1","-1","--","--","4.26","0.68","0.35","0.33","66.02","2.9","1.49","--","--","--","--","--","--","88.74","--","89.73","7.4","96.41","-7.4","-6.67","88.74","103.81","-15.07"
"William Nylander","January 17, 2018 - January 17, 2018","TOR","C","3","11.37","8.51","13.78","-5.27","38.18","44.91","72.72","4.41","10.55","-6.14","29.48","23.27","55.67","4.43","8.9","-4.47","33.23","23.38","46.97","1.11","0.56","0.55","66.47","5.86","2.96","0.7","0.87","-0.17","44.59","3.69","4.59","1","1","--","5.28","5.28","25.06","93.71","25.17","94.69","15.87","91.75","9.3","2.94","118.76","107.63","11.14"
"Zach Hyman","January 17, 2018 - January 17, 2018","TOR","C","1","17.28","15.19","16.93","-1.74","47.29","52.74","58.78","7.58","13.78","-6.2","35.49","26.32","47.85","5.68","9.74","-4.06","36.84","19.72","33.82","0.98","--","0.98","100","3.4","--","0.59","0.91","-0.32","39.33","2.05","3.16","1","--","-1","3.47","--","17.25","100","12.93","100","7.78","93.4","5.15","6.6","117.25","101.18","16.07"
