"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 30, 2018 - January 30, 2018","TOR","D","2","17.87","17.77","12.82","4.95","58.09","59.66","43.04","12.92","5.67","7.25","69.5","43.38","19.04","8.37","1.87","6.5","81.74","28.1","6.28","1.04","--","1.04","100","3.49","--","0.77","0.94","-0.17","45.03","2.59","3.16","1","1","--","3.36","3.36","12.43","100","8.05","100","5.96","83.42","2.09","16.58","112.43","89.38","23.04"
"Auston Matthews","January 30, 2018 - January 30, 2018","TOR","C","2","15.22","15.6","20.7","-5.1","42.98","61.5","81.6","13.55","16.36","-2.81","45.3","53.42","64.49","11.25","11.81","-0.56","48.79","44.35","46.56","2.75","--","2.75","100","10.84","--","0.68","1.52","-0.84","30.91","2.68","5.99","--","1","1","--","3.94","24.44","100","20.3","100","5.02","90.71","15.28","9.29","124.44","95.73","28.72"
"Connor Brown","January 30, 2018 - January 30, 2018","TOR","R","2","13.37","21.24","5.66","15.58","78.96","95.32","25.4","17.75","2.61","15.14","87.18","79.66","11.71","11.4","1.67","9.73","87.22","51.16","7.49","--","--","--","--","--","--","1.05","0.08","0.97","92.92","4.71","0.36","1","1","--","4.49","4.49","--","100","--","100","5.92","96.93","-5.92","3.07","100","102.85","-2.85"
"Connor Carrick","January 30, 2018 - January 30, 2018","TOR","D","2","17.2","18.75","11.18","7.57","62.65","65.41","39","14.81","5.66","9.15","72.35","51.66","19.74","10.21","2.65","7.56","79.39","35.62","9.24","1.04","--","1.04","100","3.63","--","0.66","0.86","-0.2","43.42","2.3","3","1","2","1","3.49","6.98","10.19","100","7.02","100","4.46","84.81","2.57","15.19","110.19","89.26","20.92"
"Dominic Moore","January 30, 2018 - January 30, 2018","TOR","C","2","11.78","19.16","6.92","12.24","73.47","97.59","35.25","17.07","3.57","13.5","82.7","86.94","18.18","13.05","0.85","12.2","93.88","66.47","4.33","0.79","--","0.79","100","4.02","--","0.95","0.14","0.81","87.16","4.84","0.71","--","--","--","--","--","6.05","100","4.63","100","5.57","96.08","-0.94","3.92","106.05","101.64","4.41"
"Jake Gardiner","January 30, 2018 - January 30, 2018","TOR","D","2","20.28","20.37","21.7","-1.33","48.42","60.27","64.2","17.52","14.52","3","54.68","51.83","42.96","15.06","11.1","3.96","57.57","44.56","32.84","0.86","--","0.86","100","2.54","--","0.99","0.73","0.26","57.56","2.93","2.16","--","--","--","--","--","5.71","100","4.91","100","5.65","94.97","-0.74","5.03","105.71","100.62","5.09"
"James Van Riemsdyk","January 30, 2018 - January 30, 2018","TOR","L","2","12.15","16.42","4.99","11.43","76.69","81.09","24.64","13.7","2.61","11.09","84","67.65","12.89","8.31","1.67","6.64","83.27","41.04","8.25","--","--","--","--","--","--","0.96","0.08","0.88","92.31","4.74","0.4","1","1","--","4.94","4.94","--","100","--","100","7.01","96.93","-7.01","3.07","100","103.94","-3.94"
"Justin Holl","January 30, 2018 - January 30, 2018","TOR","D","2","16.25","26.49","14.63","11.86","64.42","97.81","54.02","23.58","9.93","13.65","70.37","87.06","36.66","18.52","6.74","11.78","73.32","68.38","24.89","2.68","--","2.68","100","9.9","--","1.5","0.4","1.1","78.95","5.54","1.48","--","--","--","--","--","14.47","100","11.37","100","6.36","95.97","5","4.03","114.47","102.33","12.14"
"Kasperi Kapanen","January 30, 2018 - January 30, 2018","TOR","R","2","13.05","21.4","10.06","11.34","68.02","98.39","46.25","18.23","5.9","12.33","75.55","83.82","27.13","15.19","2.37","12.82","86.5","69.84","10.9","0.79","--","0.79","100","3.63","--","1.08","0.23","0.85","82.44","4.97","1.06","--","--","--","--","--","5.2","100","4.33","100","5.92","96.1","-1.59","3.9","105.2","102.03","3.17"
"Leo Komarov","January 30, 2018 - January 30, 2018","TOR","C","2","13.95","23.85","14.91","8.94","61.53","102.58","64.13","19.9","9.29","10.61","68.17","85.59","39.96","15.92","4.37","11.55","78.46","68.47","18.8","0.79","--","0.79","100","3.4","--","1.15","0.38","0.77","75.16","4.95","1.63","--","--","--","--","--","4.96","100","3.97","100","5.78","95.91","-1.81","4.09","104.96","101.69","3.27"
