"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","January 5, 2018 - January 5, 2018","TOR","C","3","17.07","13.56","16.42","-2.86","45.23","47.66","57.72","9.42","15.23","-5.81","38.22","33.11","53.53","6.11","10.76","-4.65","36.22","21.48","37.82","1.07","--","1.07","100","3.76","--","0.62","0.99","-0.37","38.51","2.18","3.48","--","--","--","--","--","17.51","100","11.36","100","6.58","93.5","4.78","6.5","117.51","100.08","17.43"
"Connor Brown","January 5, 2018 - January 5, 2018","TOR","R","2","6.98","5.29","1.97","3.32","72.87","45.47","16.93","3.47","1.95","1.52","64.02","29.83","16.76","2.56","1.94","0.62","56.89","22.01","16.68","--","--","--","--","--","--","0.11","0.05","0.06","68.75","0.95","0.43","2","--","-2","17.19","--","--","100","--","100","3.17","97.44","-3.17","2.56","100","100.61","-0.61"
"Connor Carrick","January 5, 2018 - January 5, 2018","TOR","D","1","13.33","5.34","6.96","-1.62","43.41","24.04","31.33","3.63","6.44","-2.81","36.05","16.34","28.99","1.41","5.43","-4.02","20.61","6.35","24.44","--","1.03","-1.03","--","--","4.64","0.07","0.24","-0.17","22.58","0.32","1.08","2","1","-1","9","4.5","--","81.03","--","84.01","1.93","96.27","-1.93","-12.27","81.03","98.2","-17.17"
"Frederik Gauthier","January 5, 2018 - January 5, 2018","TOR","C","2","7.15","2.73","4.72","-1.99","36.64","22.91","39.61","1.81","3.82","-2.01","32.15","15.19","32.06","1.83","3.81","-1.98","32.45","15.36","31.97","--","--","--","--","--","--","0.08","0.08","--","50","0.67","0.67","1","--","-1","8.39","--","--","100","--","100","4.42","97.91","-4.42","2.09","100","102.33","-2.33"
"Jake Gardiner","January 5, 2018 - January 5, 2018","TOR","D","3","21.65","15.07","20.07","-5","42.89","41.76","55.62","10.65","18.98","-8.33","35.94","29.52","52.6","7.47","13.09","-5.62","36.33","20.7","36.28","--","1.03","-1.03","--","--","2.85","0.29","0.7","-0.41","29.29","0.8","1.94","2","1","-1","5.54","2.77","--","92.13","--","94.57","2.72","96.31","-2.72","-1.74","92.13","99.03","-6.9"
"James Van Riemsdyk","January 5, 2018 - January 5, 2018","TOR","L","3","11.97","12.78","12.17","0.61","51.22","64.06","61","11.32","12.27","-0.95","47.99","56.74","61.5","9.01","8.9","0.11","50.31","45.16","44.61","0.99","1.03","-0.04","49.01","4.96","5.16","0.54","0.62","-0.08","46.55","2.71","3.11","1","1","--","5.01","5.01","10.99","88.43","8.75","91.61","4.77","94.95","3.98","-3.34","99.41","99.72","-0.3"
"Leo Komarov","January 5, 2018 - January 5, 2018","TOR","C","2","15.18","10.63","13.45","-2.82","44.14","42.02","53.16","7.08","11.5","-4.42","38.11","27.98","45.45","6.39","8.55","-2.16","42.77","25.26","33.79","--","--","--","--","--","--","0.29","0.44","-0.15","39.73","1.15","1.74","--","1","1","--","3.95","--","100","--","100","4.1","96.17","-4.1","3.83","100","100.27","-0.27"
"Matt Martin","January 5, 2018 - January 5, 2018","TOR","L","1","6.42","5.6","0.99","4.61","84.98","52.34","9.25","3.79","0.99","2.8","79.29","35.42","9.25","2.88","0.99","1.89","74.42","26.92","9.25","--","--","--","--","--","--","0.13","0.03","0.1","81.25","1.21","0.28","1","--","-1","9.35","--","--","100","--","100","3.43","96.97","-3.43","3.03","100","100.4","-0.4"
"Mitch Marner","January 5, 2018 - January 5, 2018","TOR","C","2","12.18","11.66","12.17","-0.51","48.93","57.44","59.95","10.7","12.27","-1.57","46.58","52.71","60.44","8.28","8.9","-0.62","48.2","40.79","43.84","0.99","1.03","-0.04","49.01","4.88","5.07","0.64","0.62","0.02","50.79","3.15","3.05","--","1","1","--","4.93","11.96","88.43","9.25","91.61","5.98","94.95","3.27","-3.34","100.38","100.93","-0.54"
"Morgan Rielly","January 5, 2018 - January 5, 2018","TOR","D","3","20.68","23.78","19.89","3.89","54.45","68.99","57.71","16.24","17.9","-1.66","47.57","47.12","51.93","14.1","13.12","0.98","51.8","40.91","38.07","2.07","--","2.07","100","6.01","--","1.29","1","0.29","56.33","3.74","2.9","--","1","1","--","2.9","14.68","100","12.75","100","7.94","94.41","4.8","5.59","114.68","102.36","12.32"
