"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 7, 2018 - January 7, 2018","TOR","D","1","12.3","12.88","8.42","4.46","60.47","62.83","41.07","7.51","6.45","1.06","53.8","36.63","31.46","5.96","4.88","1.08","54.98","29.07","23.8","0.84","--","0.84","100","4.1","--","0.32","0.39","-0.07","45.07","1.56","1.9","1","1","--","4.88","4.88","14.09","100","11.19","100","4.26","93.95","6.92","6.05","114.09","98.21","15.88"
"Auston Matthews","January 7, 2018 - January 7, 2018","TOR","C","2","17.68","12.48","15.24","-2.76","45.02","42.35","51.72","10.12","12.1","-1.98","45.54","34.34","41.06","5.88","8","-2.12","42.36","19.95","27.15","--","1.15","-1.15","--","--","3.9","0.41","0.83","-0.42","33.06","1.39","2.82","1","1","--","3.39","3.39","--","85.62","--","90.5","4.05","93.14","-4.05","-2.64","85.62","97.19","-11.57"
"Connor Brown","January 7, 2018 - January 7, 2018","TOR","R","3","8.08","7.35","9.36","-2.01","43.99","54.58","69.5","5.73","8.78","-3.05","39.49","42.55","65.2","4.78","5.43","-0.65","46.82","35.5","40.32","0.84","0.77","0.07","52.17","6.24","5.72","0.38","0.53","-0.15","41.76","2.82","3.94","1","--","-1","7.43","--","17.57","85.82","14.66","91.23","6.63","93.96","8.03","-2.73","103.39","100.6","2.8"
"Frederik Gauthier","January 7, 2018 - January 7, 2018","TOR","C","2","4.23","5.71","4.72","0.99","54.75","80.99","66.95","4.76","4.13","0.63","53.54","67.52","58.58","3.82","2.56","1.26","59.87","54.18","36.31","--","--","--","--","--","--","0.28","0.1","0.18","73.68","3.97","1.42","1","--","-1","14.18","--","--","100","--","100","5.88","97.58","-5.88","2.42","100","103.46","-3.46"
"Jake Gardiner","January 7, 2018 - January 7, 2018","TOR","D","3","22.07","16.85","15.81","1.04","51.59","45.81","42.98","12.97","13.96","-0.99","48.16","35.26","37.95","10.26","10.59","-0.33","49.21","27.89","28.79","--","1.15","-1.15","--","--","3.13","0.84","0.77","0.07","52.17","2.28","2.09","1","1","--","2.72","2.72","--","89.14","--","91.76","6.48","94.48","-6.48","-2.72","89.14","100.96","-11.82"
"James Van Riemsdyk","January 7, 2018 - January 7, 2018","TOR","L","2","15.4","8.87","10.03","-1.16","46.93","34.56","39.08","5.94","8.3","-2.36","41.71","23.14","32.34","6.02","5.59","0.43","51.85","23.45","21.78","0.84","--","0.84","100","3.27","--","0.42","0.34","0.08","55.26","1.64","1.32","--","1","1","--","3.9","13.95","100","14.14","100","7.07","95.9","7.07","4.1","113.95","102.97","10.98"
"Leo Komarov","January 7, 2018 - January 7, 2018","TOR","C","3","15.08","18.02","12.91","5.11","58.26","71.7","51.37","14.46","9.69","4.77","59.88","57.53","38.55","11.28","6.77","4.51","62.49","44.88","26.94","--","0.95","-0.95","--","--","3.78","0.85","0.73","0.12","53.8","3.38","2.9","1","--","-1","3.98","--","--","85.97","--","90.2","5.88","92.47","-5.88","-2.27","85.97","98.34","-12.38"
"Matt Martin","January 7, 2018 - January 7, 2018","TOR","L","1","4.65","5.71","4.68","1.03","54.96","73.68","60.39","4.76","4.08","0.68","53.85","61.42","52.65","3.82","2.51","1.31","60.35","49.29","32.39","--","--","--","--","--","--","0.28","0.15","0.13","65.12","3.61","1.94","1","--","-1","12.9","--","--","100","--","100","5.88","96.32","-5.88","3.68","100","102.21","-2.21"
"Mitch Marner","January 7, 2018 - January 7, 2018","TOR","C","3","14.05","10.74","7.26","3.48","59.67","45.86","31","5.76","6.35","-0.59","47.56","24.6","27.12","5.87","5.45","0.42","51.86","25.07","23.27","--","--","--","--","--","--","0.39","0.27","0.12","59.09","1.67","1.15","--","1","1","--","4.27","--","100","--","100","6.77","95.75","-6.77","4.25","100","102.52","-2.52"
"Morgan Rielly","January 7, 2018 - January 7, 2018","TOR","D","2","21.88","23.61","16.54","7.07","58.8","64.74","45.36","18.68","12.39","6.29","60.12","51.22","33.98","13.87","7.83","6.04","63.92","38.03","21.47","--","0.95","-0.95","--","--","2.61","1.07","0.89","0.18","54.59","2.93","2.44","1","1","--","2.74","2.74","--","87.87","--","92.33","5.73","92.82","-5.73","-0.48","87.87","98.54","-10.68"
"Nazem Kadri","January 7, 2018 - January 7, 2018","TOR","C","3","15.58","19.75","11.94","7.81","62.32","76.06","45.98","15.22","9.64","5.58","61.22","58.61","37.12","12.06","6.72","5.34","64.22","46.44","25.88","--","0.95","-0.95","--","--","3.66","0.91","0.79","0.12","53.53","3.5","3.04","1","--","-1","3.85","--","--","85.86","--","90.15","5.98","91.8","-5.98","-1.66","85.86","97.78","-11.92"
"Patrick Marleau","January 7, 2018 - January 7, 2018","TOR","C","2","16.83","17.55","12.84","4.71","57.75","62.57","45.78","13.26","10.57","2.69","55.64","47.27","37.68","10.1","6.73","3.37","60.01","36.01","23.99","--","0.95","-0.95","--","--","3.39","0.77","0.82","-0.05","48.43","2.75","2.92","1","--","-1","3.57","--","--","85.88","--","91.01","5.81","92.24","-5.81","-1.23","85.88","98.05","-12.17"
"Roman Polak","January 7, 2018 - January 7, 2018","TOR","D","2","13.48","11.81","12.35","-0.54","48.88","52.57","54.97","7.71","10.4","-2.69","42.57","34.32","46.29","6.97","6.1","0.87","53.33","31.02","27.15","0.84","0.95","-0.11","46.93","3.74","4.23","0.27","0.5","-0.23","35.06","1.2","2.23","1","--","-1","4.45","--","12.05","84.43","10.89","90.87","3.5","95.19","7.39","-4.33","96.48","98.69","-2.22"
"Ron Hainsey","January 7, 2018 - January 7, 2018","TOR","D","2","20.53","18.02","19.21","-1.19","48.4","52.66","56.14","14.01","15.21","-1.2","47.95","40.94","44.45","11.1","9.76","1.34","53.21","32.44","28.52","--","--","--","--","--","--","0.76","0.97","-0.21","43.93","2.22","2.83","1","--","-1","2.92","--","--","100","--","100","5.42","93.62","-5.42","6.38","100","99.05","0.95"
